Station,Time,Sampling number,Observable,Value,Count,Category,Life Stage
STTD,12/20/2017 10:01,47619/1/1,Chironomidae,2,2,Aquatic Insects,N/A
STTD,12/20/2017 10:01,47619/1/1,Psocoptera,2,2,Terrestrial Insects,N/A
STTD,12/20/2017 10:01,47619/1/1,Hymenoptera,1,1,Terrestrial Insects,N/A
STTD,12/20/2017 10:01,47619/1/1,Hemiptera,4,4,Terrestrial Insects,N/A
STTD,1/2/2018 10:49,47622/1/1,Hemiptera,3,3,Terrestrial Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Diptera,3,3,Terrestrial Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Planorbidae,3,3,Aquatic Non-Insects,N/A
STTD,1/2/2018 10:49,47622/1/1,Lymnaeidae,1,1,Aquatic Non-Insects,N/A
STTD,1/2/2018 10:49,47622/1/1,Coleoptera,3,3,Terrestrial Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Ephydridae,2,2,Aquatic Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,1/2/2018 10:49,47622/1/1,Ceratopogonidae,1,1,Aquatic Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Hymenoptera,3,3,Terrestrial Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Acari,3,3,Terrestrial Non-Insects,N/A
STTD,1/2/2018 10:49,47622/1/1,Chironomidae,14,3,Aquatic Insects,Larvae
STTD,1/2/2018 10:49,47622/1/1,Chironomidae,14,11,Aquatic Insects,Adults
STTD,1/2/2018 10:49,47622/1/1,Psocoptera,2,1,Terrestrial Insects,Larvae
STTD,1/2/2018 10:49,47622/1/1,Psocoptera,2,1,Terrestrial Insects,Adults
STTD,1/17/2018 9:45,47628/1/1,Chironomidae,9,6,Aquatic Insects,Larvae
STTD,1/17/2018 9:45,47628/1/1,Chironomidae,9,1,Aquatic Insects,Pupae
STTD,1/17/2018 9:45,47628/1/1,Chironomidae,9,2,Aquatic Insects,Adults
STTD,1/17/2018 9:45,47628/1/1,Crangonyctidae,2,2,Aquatic Non-Insects,N/A
STTD,1/17/2018 9:45,47628/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
STTD,1/17/2018 9:45,47628/1/1,Dytiscidae,1,1,Aquatic Insects,Adults
STTD,1/17/2018 9:45,47628/1/1,Unionicolidae,1,1,Aquatic Non-Insects,N/A
STTD,1/17/2018 9:45,47628/1/1,Hyalellidae,4,4,Aquatic Non-Insects,N/A
STTD,1/17/2018 9:45,47628/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
STTD,1/17/2018 9:45,47628/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
STTD,1/17/2018 9:45,47628/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
STTD,1/17/2018 9:45,47628/1/1,Diptera,1,1,Terrestrial Insects,Adults
STTD,1/30/2018 9:50,47634/1/1,Psocoptera,1,1,Terrestrial Insects,Larvae
STTD,1/30/2018 9:50,47634/1/1,Chironomidae,19,13,Aquatic Insects,Adults
STTD,1/30/2018 9:50,47634/1/1,Chironomidae,19,5,Aquatic Insects,Larvae
STTD,1/30/2018 9:50,47634/1/1,Chironomidae,19,1,Aquatic Insects,Pupae
STTD,1/30/2018 9:50,47634/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,1/30/2018 9:50,47634/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,1/30/2018 9:50,47634/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,1/30/2018 9:50,47634/1/1,Planorbidae,3,3,Aquatic Non-Insects,N/A
STTD,1/30/2018 9:50,47634/1/1,Diptera,1,1,Terrestrial Insects,Adults
STTD,1/30/2018 9:50,47634/1/1,Coleoptera,4,4,Terrestrial Insects,Adults
STTD,1/30/2018 9:50,47634/1/1,Physidae,2,2,Aquatic Non-Insects,N/A
STTD,2/13/2018 9:15,47640/1/1,Chironomidae,5,1,Aquatic Insects,Pupae
STTD,2/13/2018 9:15,47640/1/1,Chironomidae,5,4,Aquatic Insects,Adults
STTD,2/13/2018 9:15,47640/1/1,Corixidae,27,27,Aquatic Insects,Larvae
STTD,2/13/2018 9:15,47640/1/1,Corbiculidae,1,1,Aquatic Non-Insects,N/A
STTD,2/28/2018 9:54,47649/1/1,Chironomidae,2,1,Aquatic Insects,Emergents
STTD,2/28/2018 9:54,47649/1/1,Chironomidae,2,1,Aquatic Insects,Pupae
STTD,2/28/2018 9:54,47649/1/1,Cottidae,1,1,Aquatic Non-Insects,N/A
STTD,2/28/2018 9:54,47649/1/1,Hydridae,18,18,Aquatic Non-Insects,N/A
STTD,3/14/2018 9:48,47655/1/1,Hemiptera,1,1,Terrestrial Insects,Adults
STTD,3/14/2018 9:48,47655/1/1,Chaoboridae,1,1,Aquatic Insects,Larvae
STTD,3/14/2018 9:48,47655/1/1,Corixidae,5,5,Aquatic Insects,Larvae
STTD,3/14/2018 9:48,47655/1/1,Corbiculidae,1,1,Aquatic Non-Insects,N/A
STTD,3/14/2018 9:48,47655/1/1,Hydridae,8,8,Aquatic Non-Insects,N/A
STTD,3/14/2018 9:48,47655/1/1,Psychodidae,1,1,Aquatic Insects,Adults
STTD,3/14/2018 9:48,47655/1/1,Psocoptera,1,1,Terrestrial Insects,Adults
STTD,3/14/2018 9:48,47655/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
STTD,3/14/2018 9:48,47655/1/1,Caenidae,1,1,Aquatic Insects,Larvae
STTD,3/14/2018 9:48,47655/1/1,Chironomidae,12,2,Aquatic Insects,Emergents
STTD,3/14/2018 9:48,47655/1/1,Chironomidae,12,6,Aquatic Insects,Adults
STTD,3/14/2018 9:48,47655/1/1,Chironomidae,12,4,Aquatic Insects,Larvae
STTD,3/14/2018 9:48,47655/1/1,Hyalellidae,9,9,Aquatic Non-Insects,N/A
STTD,3/28/2018 9:30,47658/1/1,Hydridae,9,9,Aquatic Non-Insects,N/A
STTD,3/28/2018 9:30,47658/1/1,Tipulidae,1,1,Aquatic Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
STTD,3/28/2018 9:30,47658/1/1,Corixidae,4,4,Aquatic Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Psocoptera,1,1,Terrestrial Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Dytiscidae,1,1,Aquatic Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Crangonyctidae,2,2,Aquatic Non-Insects,N/A
STTD,3/28/2018 9:30,47658/1/1,Chironomidae,25,2,Aquatic Insects,Pupae
STTD,3/28/2018 9:30,47658/1/1,Chironomidae,25,8,Aquatic Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Chironomidae,25,15,Aquatic Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Ceratopogonidae,4,3,Aquatic Insects,Pupae
STTD,3/28/2018 9:30,47658/1/1,Ceratopogonidae,4,1,Aquatic Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Coleoptera,4,2,Terrestrial Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Coleoptera,4,2,Terrestrial Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Thysanoptera,1,1,Terrestrial Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Hemiptera,6,3,Terrestrial Insects,Larvae
STTD,3/28/2018 9:30,47658/1/1,Hemiptera,6,3,Terrestrial Insects,Adults
STTD,3/28/2018 9:30,47658/1/1,Hyalellidae,3,3,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Lymnaeidae,3,3,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Chironomidae,68,5,Aquatic Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Chironomidae,68,7,Aquatic Insects,Pupae
STTD,4/10/2018 11:01,47664/1/1,Chironomidae,68,56,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Caenidae,8,8,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Naididae,11,11,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Acari,5,5,Terrestrial Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Psocoptera,1,1,Terrestrial Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Opiliones,1,1,Terrestrial Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Hyalellidae,157,157,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Hemiptera,40,31,Terrestrial Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Hemiptera,40,9,Terrestrial Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Corixidae,67,2,Aquatic Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Corixidae,67,65,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Physidae,3,3,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Coenagrionidae,8,8,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Coleoptera,122,106,Terrestrial Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Coleoptera,122,15,Terrestrial Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Coleoptera,122,1,Terrestrial Insects,Pupae
STTD,4/10/2018 11:01,47664/1/1,Oribatei,1,1,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Dytiscidae,1,1,Aquatic Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Tipulidae,23,23,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Crangonyctidae,2,2,Aquatic Non-Insects,N/A
STTD,4/10/2018 11:01,47664/1/1,Diptera,1,1,Terrestrial Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Sciomyzidae,1,1,Aquatic Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Ceratopogonidae,8,2,Aquatic Insects,Adults
STTD,4/10/2018 11:01,47664/1/1,Ceratopogonidae,8,2,Aquatic Insects,Pupae
STTD,4/10/2018 11:01,47664/1/1,Ceratopogonidae,8,4,Aquatic Insects,Emergents
STTD,4/10/2018 11:01,47664/1/1,Thysanoptera,1,1,Terrestrial Insects,Larvae
STTD,4/10/2018 11:01,47664/1/1,Hymenoptera,4,2,Terrestrial Insects,Pupae
STTD,4/10/2018 11:01,47664/1/1,Hymenoptera,4,2,Terrestrial Insects,Adults
STTD,4/25/2018 9:45,47673/1/1,Hemiptera,1,1,Terrestrial Insects,Adults
STTD,4/25/2018 9:45,47673/1/1,Corixidae,2,2,Aquatic Insects,Larvae
STTD,4/25/2018 9:45,47673/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,4/25/2018 9:45,47673/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,4/25/2018 9:45,47673/1/1,Chironomidae,4,4,Aquatic Insects,Adults
STTD,5/1/2018 9:40,47676/1/1,Hyalellidae,2,2,Aquatic Non-Insects,N/A
STTD,5/1/2018 9:40,47676/1/1,Murchisonellidae,3,3,Aquatic Non-Insects,N/A
STTD,5/1/2018 9:40,47676/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
STTD,5/1/2018 9:40,47676/1/1,Hemiptera,1,1,Terrestrial Insects,Adults
STTD,5/1/2018 9:40,47676/1/1,Hydridae,2,2,Aquatic Non-Insects,N/A
STTD,5/1/2018 9:40,47676/1/1,Chironomidae,3,3,Aquatic Insects,Adults
STTD,5/1/2018 9:40,47676/1/1,Ceratopogonidae,1,1,Aquatic Insects,Pupae
STTD,5/15/2018 9:24,47682/1/1,Coleoptera,1,1,Terrestrial Insects,Adults
STTD,5/15/2018 9:24,47682/1/1,Chironomidae,5,2,Aquatic Insects,Pupae
STTD,5/15/2018 9:24,47682/1/1,Chironomidae,5,2,Aquatic Insects,Adults
STTD,5/15/2018 9:24,47682/1/1,Chironomidae,5,1,Aquatic Insects,Larvae
STTD,5/15/2018 9:24,47682/1/1,Hyalellidae,5,5,Aquatic Non-Insects,N/A
STTD,5/15/2018 9:24,47682/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
STTD,5/15/2018 9:24,47682/1/1,Psocoptera,1,1,Terrestrial Insects,Adults
STTD,5/15/2018 9:24,47682/1/1,Cyprinidae,2,2,Aquatic Non-Insects,N/A
STTD,5/15/2018 9:24,47682/1/1,Hemiptera,6,4,Terrestrial Insects,Adults
STTD,5/15/2018 9:24,47682/1/1,Hemiptera,6,2,Terrestrial Insects,Nymphs
STTD,5/15/2018 9:24,47682/1/1,Corixidae,18,18,Aquatic Insects,Nymphs
STTD,5/30/2018 11:40,47691/1/1,Corixidae,3,3,Aquatic Insects,Nymphs
STTD,5/30/2018 11:40,47691/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
STTD,5/30/2018 11:40,47691/1/1,Diptera,1,1,Terrestrial Insects,Adults
STTD,5/30/2018 11:40,47691/1/1,Chironomidae,1,1,Aquatic Insects,Adults
STTD,5/30/2018 11:40,47691/1/1,Hyalellidae,2,2,Aquatic Non-Insects,N/A
STTD,5/30/2018 11:40,47691/1/1,Lebertiidae,1,1,Aquatic Non-Insects,N/A
STTD,5/30/2018 11:40,47691/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,5/30/2018 11:40,47691/1/1,Hemiptera,2,1,Terrestrial Insects,Adults
STTD,5/30/2018 11:40,47691/1/1,Hemiptera,2,1,Terrestrial Insects,Nymphs
STTD,8/8/2018 13:46,47718/1/1,Hyalellidae,32,32,Aquatic Non-Insects,N/A
STTD,8/8/2018 13:46,47718/1/1,Ostracoda,1,1,Aquatic Non-Insects,N/A
STTD,8/8/2018 13:46,47718/1/1,Physidae,1,1,Aquatic Non-Insects,N/A
STTD,8/8/2018 13:46,47718/1/1,Belostomatidae,8,2,Aquatic Insects,Larvae
STTD,8/8/2018 13:46,47718/1/1,Belostomatidae,8,6,Aquatic Insects,Adults
STTD,8/8/2018 13:46,47718/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,8/8/2018 13:46,47718/1/1,Coenagrionidae,8,8,Aquatic Insects,Larvae
STTD,8/8/2018 13:46,47718/1/1,Chironomidae,2,2,Aquatic Insects,Adults
STTD,8/8/2018 13:46,47718/1/1,Gammaridae,1,1,Aquatic Non-Insects,N/A
STTD,8/8/2018 13:46,47718/1/1,Coleoptera,1,1,Terrestrial Insects,Adults
STTD,8/8/2018 13:46,47718/1/1,Hymenoptera,4,4,Terrestrial Insects,Adults
STTD,8/8/2018 13:46,47718/1/1,Pionidae,1,1,Aquatic Non-Insects,N/A
STTD,8/22/2018 14:33,47724/1/1,Ceratopogonidae,1,1,Aquatic Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Corixidae,1,1,Aquatic Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Hymenoptera,9,9,Terrestrial Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
STTD,8/22/2018 14:33,47724/1/1,Hemiptera,22,6,Terrestrial Insects,Larvae
STTD,8/22/2018 14:33,47724/1/1,Hemiptera,22,16,Terrestrial Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Chironomidae,1,1,Aquatic Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Hyalellidae,11,11,Aquatic Non-Insects,N/A
STTD,8/22/2018 14:33,47724/1/1,Coleoptera,3,1,Terrestrial Insects,Adults
STTD,8/22/2018 14:33,47724/1/1,Coleoptera,3,2,Terrestrial Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Hemiptera,69,60,Terrestrial Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Hemiptera,69,9,Terrestrial Insects,Adults
STTD,9/19/2018 13:31,47736/1/1,Chironomidae,14,1,Aquatic Insects,Pupae
STTD,9/19/2018 13:31,47736/1/1,Chironomidae,14,10,Aquatic Insects,Adults
STTD,9/19/2018 13:31,47736/1/1,Chironomidae,14,3,Aquatic Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Gyrinidae,1,1,Aquatic Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Hyalellidae,3,3,Aquatic Non-Insects,N/A
STTD,9/19/2018 13:31,47736/1/1,Neuroptera,1,1,Terrestrial Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Acari,2,2,Terrestrial Non-Insects,N/A
STTD,9/19/2018 13:31,47736/1/1,Hydridae,2,2,Aquatic Non-Insects,N/A
STTD,9/19/2018 13:31,47736/1/1,Coenagrionidae,1,1,Aquatic Insects,Larvae
STTD,9/19/2018 13:31,47736/1/1,Diptera,9,9,Terrestrial Insects,Adults
STTD,9/19/2018 13:31,47736/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,9/19/2018 13:31,47736/1/1,Palaemonidae,1,1,Aquatic Non-Insects,N/A
STTD,9/19/2018 13:31,47736/1/1,Hymenoptera,3,3,Terrestrial Insects,Adults
STTD,9/19/2018 13:31,47736/1/1,Coleoptera,7,6,Terrestrial Insects,Adults
STTD,9/19/2018 13:31,47736/1/1,Coleoptera,7,1,Terrestrial Insects,Larvae
STTD,1/22/2019 11:37,47784/1/1,Chironomidae,63,52,Aquatic Insects,Larvae
STTD,1/22/2019 11:37,47784/1/1,Chironomidae,63,7,Aquatic Insects,Adults
STTD,1/22/2019 11:37,47784/1/1,Chironomidae,63,4,Aquatic Insects,Pupae
STTD,1/22/2019 11:37,47784/1/1,Collembola,8,8,Terrestrial Non-Insects,Adults
STTD,1/22/2019 11:37,47784/1/1,Acari,3,3,Terrestrial Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Hyalellidae,33,33,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Pionidae,1,1,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Coenagrionidae,2,2,Aquatic Insects,Larvae
STTD,1/22/2019 11:37,47784/1/1,Corophiidae,5,5,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Naididae,26,26,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Psychodidae,2,1,Aquatic Insects,Larvae
STTD,1/22/2019 11:37,47784/1/1,Psychodidae,2,1,Aquatic Insects,Pupae
STTD,1/22/2019 11:37,47784/1/1,Dytiscidae,1,1,Aquatic Insects,Larvae
STTD,1/22/2019 11:37,47784/1/1,Ostracoda,18,18,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Physidae,1,1,Aquatic Non-Insects,N/A
STTD,1/22/2019 11:37,47784/1/1,Coleoptera,10,10,Terrestrial Insects,Adults
STTD,1/22/2019 11:37,47784/1/1,Corixidae,60,1,Aquatic Insects,Adults
STTD,1/22/2019 11:37,47784/1/1,Corixidae,60,59,Aquatic Insects,Nymphs
STTD,2/5/2019 10:25,47793/1/1,Corixidae,51,43,Aquatic Insects,Nymphs
STTD,2/5/2019 10:25,47793/1/1,Corixidae,51,8,Aquatic Insects,Adults
STTD,2/5/2019 10:25,47793/1/1,Ostracoda,2,2,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Coenagrionidae,2,2,Aquatic Insects,Larvae
STTD,2/5/2019 10:25,47793/1/1,Enchytraeidae,1,1,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Corophiidae,2,2,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Hyalellidae,12,12,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Naididae,11,11,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Lumbricina,1,1,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Hydridae,7,7,Aquatic Non-Insects,N/A
STTD,2/5/2019 10:25,47793/1/1,Caenidae,1,1,Aquatic Insects,Larvae
STTD,2/5/2019 10:25,47793/1/1,Collembola,3,3,Terrestrial Non-Insects,Adults
STTD,2/5/2019 10:25,47793/1/1,Chironomidae,13,2,Aquatic Insects,Pupae
STTD,2/5/2019 10:25,47793/1/1,Chironomidae,13,11,Aquatic Insects,Larvae
STTD,2/5/2019 10:25,47793/1/1,Hydrophilidae,1,1,Aquatic Insects,Adults
STTD,2/5/2019 10:25,47793/1/1,Cottidae,2,2,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Collembola,8,8,Terrestrial Non-Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Cottidae,2,2,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Hydridae,2,2,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Araneae,6,6,Terrestrial Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Chironomidae,12,3,Aquatic Insects,Pupae
STTD,2/19/2019 10:34,47796/1/1,Chironomidae,12,2,Aquatic Insects,Larvae
STTD,2/19/2019 10:34,47796/1/1,Chironomidae,12,7,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Carabidae,15,15,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Naididae,10,10,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Hydrophilidae,12,12,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Enchytraeidae,5,5,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Physidae,12,12,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Corixidae,17,6,Aquatic Insects,Nymphs
STTD,2/19/2019 10:34,47796/1/1,Corixidae,17,11,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Hymenoptera,1,1,Terrestrial Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Coleoptera,39,39,Terrestrial Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Staphylinidae,16,16,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Dytiscidae,42,42,Aquatic Insects,Adults
STTD,2/19/2019 10:34,47796/1/1,Sabellidae,1,1,Aquatic Non-Insects,N/A
STTD,2/19/2019 10:34,47796/1/1,Ceratopogonidae,1,1,Aquatic Insects,Pupae
STTD,2/19/2019 10:34,47796/1/1,Diptera,1,1,Terrestrial Insects,Larvae
STTD,2/26/2019 10:45,47802/1/1,Asellidae,2,2,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Psychodidae,1,1,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Coleoptera,44,44,Terrestrial Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Dytiscidae,24,24,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Hydridae,64,64,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Araneae,5,5,Terrestrial Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Physidae,119,119,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Staphylinidae,9,9,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Ceratopogonidae,2,2,Aquatic Insects,Pupae
STTD,2/26/2019 10:45,47802/1/1,Chironomidae,329,268,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Chironomidae,329,2,Aquatic Insects,Larvae
STTD,2/26/2019 10:45,47802/1/1,Chironomidae,329,59,Aquatic Insects,Pupae
STTD,2/26/2019 10:45,47802/1/1,Naididae,5,5,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Cottidae,1,1,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Carabidae,3,3,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Psocoptera,1,1,Terrestrial Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Diptera,2,1,Terrestrial Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Diptera,2,1,Terrestrial Insects,Pupae
STTD,2/26/2019 10:45,47802/1/1,Enchytraeidae,6,6,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Hydroptilidae,1,1,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,2/26/2019 10:45,47802/1/1,Corixidae,6,2,Aquatic Insects,Nymphs
STTD,2/26/2019 10:45,47802/1/1,Corixidae,6,4,Aquatic Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Hemiptera,1,1,Terrestrial Insects,Adults
STTD,2/26/2019 10:45,47802/1/1,Acari,3,3,Terrestrial Non-Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Enchytraeidae,1,1,Aquatic Non-Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Corixidae,1,1,Aquatic Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Carabidae,2,2,Aquatic Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Chironomidae,75,6,Aquatic Insects,Pupae
STTD,3/11/2019 11:43,47808/1/1,Chironomidae,75,67,Aquatic Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Chironomidae,75,2,Aquatic Insects,Larvae
STTD,3/11/2019 11:43,47808/1/1,Collembola,1,1,Terrestrial Non-Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Dytiscidae,17,17,Aquatic Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,3/11/2019 11:43,47808/1/1,Leptohyphidae,1,1,Aquatic Insects,Larvae
STTD,3/11/2019 11:43,47808/1/1,Coleoptera,12,12,Terrestrial Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Staphylinidae,2,2,Aquatic Insects,Adults
STTD,3/11/2019 11:43,47808/1/1,Physidae,2,2,Aquatic Non-Insects,N/A
STTD,3/20/2019 9:59,47814/1/1,Chironomidae,92,1,Aquatic Insects,Larvae
STTD,3/20/2019 9:59,47814/1/1,Chironomidae,92,85,Aquatic Insects,Adults
STTD,3/20/2019 9:59,47814/1/1,Chironomidae,92,6,Aquatic Insects,Pupae
STTD,3/20/2019 9:59,47814/1/1,Araneae,4,4,Terrestrial Non-Insects,N/A
STTD,3/20/2019 9:59,47814/1/1,Neuroptera,1,1,Terrestrial Insects,Larvae
STTD,3/20/2019 9:59,47814/1/1,Corixidae,3,1,Aquatic Insects,Adults
STTD,3/20/2019 9:59,47814/1/1,Corixidae,3,2,Aquatic Insects,Nymphs
STTD,3/20/2019 9:59,47814/1/1,Enchytraeidae,2,2,Aquatic Non-Insects,N/A
STTD,3/20/2019 9:59,47814/1/1,Geophilomorpha,1,1,Terrestrial Non-Insects,N/A
STTD,3/20/2019 9:59,47814/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,3/20/2019 9:59,47814/1/1,Empididae,2,2,Aquatic Insects,Adults
STTD,3/20/2019 9:59,47814/1/1,Hyalellidae,3,3,Aquatic Non-Insects,N/A
