InvertCatchID,InvertDataID,OrganismID,Count,InvertCode,Classification,Order,Family,Larvae,Pupae,Nymphs,Emergents,Adults,NA
3846,494,64,1,,,,,,,,,1,
3847,495,46,3,,,,,3,,,,,
3848,495,44,1,,,,,1,,,,,
3849,495,34,9,,,,,6,3,,,,
3850,495,11,1,,,,,,,,,,1
3851,495,15,1,,,,,,,,,,1
3852,495,104,1,,,,,,,,,,1
3853,495,136,5,,,,,,,,,,5
3854,495,125,1,,,,,,,,,,1
3855,495,94,1,,,,,,,,,,1
3856,495,71,24,,,,,,,,,24,
3857,495,63,8,,,,,1,,,,7,
3858,495,64,24,,,,,,,,,24,
3859,495,73,1,,,,,1,,,,,
3860,495,68,14,,,,,,,,,,14
3861,495,66,3,,,,,,,,,3,
3862,495,58,6,,,,,,,,,,6
3863,496,34,1,,,,,,1,,,,
3864,496,5,7,,,,,,,,,,7
3865,496,139,1,,,,,,,,,,1
3866,496,9,1,,,,,,,,,,1
3867,497,44,1,,,,,,,,,1,
3868,497,34,3,,,,,2,1,,,,
3869,497,4,1,,,,,,,,,,1
3870,497,18,3,,,,,,,,,,3
3871,497,85,3,,,,,,,,,3,
3872,498,46,2,,,,,2,,,,,
3873,498,44,13,,,,,13,,,,,
3874,498,30,1,,,,,1,,,,,
3875,498,34,3,,,,,,3,,,,
3876,498,32,1,,,,,,1,,,,
3877,498,15,1,,,,,,,,,,1
3878,498,123,1,,,,,,,,,,1
3879,498,94,1,,,,,,,,,,1
3880,498,71,4,,,,,,,,,4,
3881,498,68,6,,,,,,,,,,6
3882,499,34,2,,,,,2,,,,,
3883,499,64,1,,,,,,,,,1,
3884,500,46,2,,,,,2,,,,,
3885,500,44,7,,,,,7,,,,,
3886,500,30,5,,,,,,,,,5,
3887,500,34,3,,,,,1,2,,,,
3888,500,32,1,,,,,,1,,,,
3889,500,20,1,,,,,,,,,,1
3890,500,9,1,,,,,,,,,,1
3891,500,15,3,,,,,,,,,,3
3892,500,136,5,,,,,,,,,,5
3893,500,123,2,,,,,,,,,,2
3894,500,71,19,,,,,,,,,19,
3895,500,63,6,,,,,,,,,6,
3896,500,64,28,,,,,,,,,28,
3897,500,68,27,,,,,,,,,,27
3898,500,66,3,,,,,,,,,3,
3899,500,58,1,,,,,,,,,,1
3903,503,44,1,,,,,1,,,,,
3904,503,30,1,,,,,,,,,1,
3905,503,34,10,,,,,7,3,,,,
3906,503,15,1,,,,,,,,,,1
3907,503,120,1,,,,,,,,,,1
3908,503,64,5,,,,,,,,,5,
3909,504,30,1,,,,,,,,,1,
3910,504,13,1,,,,,,,,,,1
3911,504,94,1,,,,,,,,,,1
3912,504,64,3,,,,,,,,,3,
3913,504,66,1,,,,,1,,,,,
3914,504,58,1,,,,,,,,,,1
3915,505,34,5,,,,,,5,,,,
3916,505,32,4,,,,,,4,,,,
3917,505,63,3,,,,,,,,,3,
3918,505,64,2,,,,,,,,,2,
3919,505,66,1,,,,,,,,,1,
3920,505,85,1,,,,,,,,,1,
3921,505,58,1,,,,,,,,,,1
3922,506,44,2,,,,,2,,,,,
3923,506,30,2,,,,,,,,,2,
3924,506,34,3,,,,,1,2,,,,
3925,506,140,2,,,,,,,,,,2
3926,506,13,1,,,,,,,,,,1
3927,506,94,1,,,,,,,,,,1
3928,506,71,5,,,,,,,,,5,
3929,506,63,10,,,,,,,,,10,
3930,506,64,24,,,,,,,,,24,
3931,506,68,2,,,,,,,,,,2
3932,506,66,9,,,,,,,,,9,
3933,506,85,1,,,,,,,,,1,
3934,506,58,7,,,,,,,,,,7
3935,507,44,4,,,,,4,,,,,
3936,507,94,1,,,,,,,,,,1
3937,507,63,1,,,,,,,,,1,
3938,507,66,1,,,,,,,,,1,
3939,507,58,7,,,,,,,,,,7
3940,508,34,6,,,,,3,3,,,,
3941,508,71,1,,,,,,,,,1,
3942,508,64,1,,,,,,,,,1,
3943,508,66,3,,,,,,,,,3,
3944,508,85,1,,,,,,,,,1,
3945,509,44,1,,,,,1,,,,,
3946,509,30,1,,,,,,,,,1,
3947,509,71,1,,,,,,,,,1,
3948,510,34,4,,,,,2,2,,,,
3949,510,19,3,,,,,,,,,,3
3950,510,9,1,,,,,,,,,,1
3951,510,18,1,,,,,,,,,,1
3952,510,64,1,,,,,,,,,1,
3953,511,30,23,,,,,,,,,23,
3954,511,20,2,,,,,,,,,,2
3955,511,71,7,,,,,,,,,7,
3956,511,63,5,,,,,,,,,5,
3957,511,64,2,,,,,,,,,2,
3958,511,126,1,,,,,,,,,,1
3959,511,58,6,,,,,,,,,,6
3960,512,34,4,,,,,1,3,,,,
3961,512,134,1,,,,,,,,,,1
3962,512,120,2,,,,,,,,,,2
3963,512,71,3,,,,,3,,,,,
3964,513,44,1,,,,,1,,,,,
3965,513,63,1,,,,,,,,,1,
3966,513,64,1,,,,,,,,,1,
3969,514,103,1,,,,,,,,,,1
3970,514,63,1,,,,,1,,,,,
3971,514,66,2,,,,,,,,,2,
3972,515,30,5,,,,,,,,,5,
3973,515,34,1,,,,,,1,,,,
3974,515,9,2,,,,,,,,,,2
3975,515,71,4,,,,,,,,,4,
3976,515,63,1,,,,,,,,,1,
3977,515,64,2,,,,,,,,,2,
3978,515,58,3,,,,,,,,,,3
3979,516,42,1,,,,,1,,,,,
3980,516,102,1,,,,,1,,,,,
3981,516,34,3,,,,,,3,,,,
3982,516,4,1,,,,,,,,,,1
3983,516,19,2,,,,,,,,,,2
3984,516,120,2,,,,,,,,,,2
3985,516,71,1,,,,,1,,,,,
3986,525,32,1,,,,,,1,,,,
3988,528,44,1,,,,,,,,,1,
3989,528,77,1,,,,,,,,,,1
3990,528,120,1,,,,,,,,,,1
3991,528,63,2,,,,,,,,,2,
3992,528,64,3,,,,,,,,,3,
3993,528,66,1,,,,,,,,,1,
3994,530,15,1,,,,,,,,,,1
3995,530,71,5,,,,,,,,,5,
3996,530,63,2,,,,,2,,,,,
3997,530,64,2,,,,,,,,,2,
3998,530,58,1,,,,,,,,,,1
3999,531,32,1,,,,,,1,,,,
4000,531,4,2,,,,,,,,,,2
4001,531,134,1,,,,,,,,,,1
4002,531,106,1,,,,,,,,,,1
4003,531,9,1,,,,,,,,,,1
4004,531,135,1,,,,,1,,,,,
4005,532,106,1,,,,,,,,,,1
4006,532,118,1,,,,,,,,,,1
4007,533,34,1,,,,,,1,,,,
4008,533,71,1,,,,,,,,,1,
4009,536,71,5,,,,,0,0,0,0,5,0
4010,536,64,3,,,,,0,0,0,0,3,0
4011,536,68,1,,,,,0,0,0,0,0,1
4012,536,66,1,,,,,0,0,0,0,1,0
4013,538,34,1,,,,,1,0,0,0,0,0
4014,538,21,1,,,,,0,0,0,0,0,1
4015,538,71,2,,,,,0,0,0,0,2,0
4016,538,64,1,,,,,0,0,0,0,1,0
4017,538,73,1,,,,,1,0,0,0,0,0
4018,538,68,1,,,,,0,0,0,0,0,1
4019,538,66,3,,,,,0,0,0,0,3,0
4020,539,21,1,,,,,,,,,,1
4021,539,66,1,,,,,,,,,1,
4022,540,34,1,,,,,1,,,,,
4023,540,73,1,,,,,1,,,,,
4024,540,68,1,,,,,,,,,,1
4025,540,66,2,,,,,,,,,2,
4026,541,71,1,,,,,1,0,0,0,0,0
4027,542,46,3,,,,,3,,,,,
4028,542,44,7,,,,,6,,,,1,
4029,542,34,7,,,,,6,1,,,,
4030,542,49,1,,,,,1,,,,,
4031,542,2,2,,,,,,,,,,2
4032,542,106,1,,,,,,,,,,1
4033,542,20,9,,,,,,,,,,9
4034,542,15,4,,,,,,,,,,4
4035,542,63,2,,,,,,,,,2,0
4036,542,64,6,,,,,,,,,6,0
4037,542,68,3,,,,,,,,,0,3
4038,542,66,1,,,,,,,,,1,
4039,542,58,3,,,,,,,,,,3
4040,543,41,2,,,,,2,,,,,
4041,543,46,1,,,,,1,,,,,
4042,543,34,1,,,,,,1,,,,
4043,543,38,1,,,,,1,,,,,
4044,543,4,3,,,,,,,,,,3
4045,543,5,1,,,,,,,,,,1
4046,543,15,1,,,,,,,,,,1
4047,543,77,1,,,,,,,,,,1
4048,543,18,1,,,,,,,,,,1
4049,543,66,1,,,,,,,,,1,
4050,543,67,1,,,,,,,,,1,
4051,543,58,1,,,,,,,,,,1
4052,546,44,2,,,,,2,0,0,0,0,0
4053,546,34,1,,,,,1,0,0,0,0,0
4054,546,5,1,,,,,0,0,0,0,0,1
4055,546,9,3,,,,,0,0,0,0,0,3
4056,546,63,1,,,,,0,0,0,0,1,0
4057,546,68,2,,,,,0,0,0,0,0,2
4058,546,70,1,,,,,0,0,0,0,0,1
4059,546,66,9,,,,,0,0,0,0,9,0
4060,547,46,2,,,,,2,0,0,0,0,0
4061,547,44,124,,,,,84,0,0,0,40,0
4062,547,30,124,,,,,1,0,0,0,123,0
4063,547,81,12,,,,,2,0,0,0,10,0
4064,547,34,11,,,,,11,0,0,0,0,0
4065,547,32,1,,,,,0,1,0,0,0,0
4066,547,49,10,,,,,10,0,0,0,0,0
4067,547,37,18,,,,,0,18,0,0,0,0
4068,547,2,28,,,,,0,0,0,0,0,28
4069,547,3,2,,,,,0,0,0,0,0,2
4070,547,5,2,,,,,0,0,0,0,0,2
4071,547,8,17,,,,,0,0,0,0,0,17
4072,547,19,3,,,,,0,0,0,0,0,3
4073,547,127,1,,,,,0,0,0,0,0,1
4074,547,106,1,,,,,0,0,0,0,0,1
4075,547,20,225,,,,,0,0,0,0,0,225
4076,547,9,5,,,,,0,0,0,0,0,5
4077,547,15,3,,,,,0,0,0,0,0,3
4078,547,136,17,,,,,0,0,0,0,0,17
4079,547,71,30,,,,,0,0,0,0,30,0
4080,547,63,395,,,,,0,0,0,0,395,0
4081,547,64,45,,,,,1,29,0,0,15,0
4082,547,73,2,,,,,2,0,0,0,0,0
4083,547,68,21,,,,,0,0,0,0,0,21
4084,547,69,2,,,,,2,0,0,0,0,0
4085,547,66,12,,,,,0,0,0,0,12,0
4086,547,85,1,,,,,0,0,0,0,1,0
4087,547,58,25,,,,,0,0,0,0,0,25
4088,445,4,4,,,,,,,,,,
4089,445,14,11,,,,,,,,,,
4090,445,10,7,,,,,,,,,,
4091,445,20,129,,,,,,,,,,
4092,445,46,5,,,,,,,,,,
4093,445,44,9,,,,,,,,,,
4094,445,30,12,,,,,,,,,,
4095,445,81,1,,,,,,,,,,
4096,445,34,38,,,,,,,,,,
4097,445,49,16,,,,,,,,,,
4098,445,50,1,,,,,,,,,,
4099,445,58,3,,,,,,,,,,
4100,445,68,2,,,,,,,,,,
4101,445,71,1,,,,,,,,,,
4102,445,65,1,,,,,,,,,,
4103,445,63,14,,,,,,,,,,
4104,445,64,8,,,,,,,,,,
4105,445,66,2,,,,,,,,,,
4106,448,2,1,,,,,,,,,,
4107,448,14,1,,,,,,,,,,
4108,448,15,2,,,,,,,,,,
4109,448,20,49,,,,,,,,,,
4110,448,41,2,,,,,,,,,,
4111,448,46,2,,,,,,,,,,
4112,448,44,17,,,,,,,,,,
4113,448,30,1,,,,,,,,,,
4114,448,34,25,,,,,,,,,,
4115,448,49,1,,,,,,,,,,
4116,448,67,1,,,,,,,,,,
4117,448,63,1,,,,,,,,,,
4118,448,64,12,,,,,,,,,,
4119,448,66,1,,,,,,,,,,
4120,450,14,2,,,,,,,,,,
4121,450,15,18,,,,,,,,,,
4122,450,20,9,,,,,,,,,,
4123,450,41,1,,,,,,,,,,
4124,450,46,3,,,,,,,,,,
4125,450,93,1,,,,,,,,,,
4126,450,44,6,,,,,,,,,,
4127,450,30,7,,,,,,,,,,
4128,450,81,10,,,,,,,,,,
4129,450,34,7,,,,,,,,,,
4130,450,36,1,,,,,,,,,,
4131,450,58,2,,,,,,,,,,
4132,450,68,3,,,,,,,,,,
4133,450,65,2,,,,,,,,,,
4134,450,73,2,,,,,,,,,,
4135,450,63,5,,,,,,,,,,
4136,450,64,3,,,,,,,,,,
4137,450,66,2,,,,,,,,,,
4138,452,18,2,,,,,,,,,,
4139,452,2,11,,,,,,,,,,
4140,452,14,7,,,,,,,,,,
4141,452,9,1,,,,,,,,,,
4142,452,30,1,,,,,,,,,,
4143,452,81,2,,,,,,,,,,
4144,452,34,3,,,,,,,,,,
4145,452,58,1,,,,,,,,,,
4146,452,64,1,,,,,,,,,,
4147,452,66,1,,,,,,,,,,
4148,456,18,19,,,,,,,,,,
4149,456,4,1,,,,,,,,,,
4150,456,5,1,,,,,,,,,,
4151,456,9,6,,,,,,,,,,
4152,456,10,1,,,,,,,,,,
4153,456,119,1,,,,,,,,,,
4154,456,20,6,,,,,,,,,,
4155,456,79,8,,,,,,,,,,
4156,456,46,4,,,,,,,,,,
4157,456,44,704,,,,,,,,,,
4158,456,45,1,,,,,,,,,,
4159,456,34,17,,,,,,,,,,
4160,456,58,2,,,,,,,,,,
4161,456,65,3,,,,,,,,,,
4162,456,73,1,,,,,,,,,,
4163,456,64,22,,,,,,,,,,
4164,456,66,2,,,,,,,,,,
4177,624,18,2,,,,,,,,,,
4178,624,4,1,,,,,,,,,,
4179,624,79,1,,,,,,,,,,
4180,624,44,1,,,,,,,,,,
4181,624,34,10,,,,,,,,,,
4182,624,58,1,,,,,,,,,,
4183,624,85,1,,,,,,,,,,
4184,624,65,11,,,,,,,,,,
4185,624,64,9,,,,,,,,,,
4186,627,18,1,,,,,,,,,,
4187,627,4,1,,,,,,,,,,
4188,627,13,1,,,,,,,,,,
4189,627,79,10,,,,,,,,,,
4190,627,85,1,,,,,,,,,,
4191,627,65,1,,,,,,,,,,
4192,627,63,1,,,,,,,,,,
4193,627,64,1,,,,,,,,,,
4194,627,66,1,,,,,,,,,,
4195,629,9,1,,,,,,,,,,
4196,629,79,9,,,,,,,,,,
4197,629,95,9,,,,,,,,,,
4198,629,52,1,,,,,,,,,,
4199,629,34,2,,,,,,,,,,
4200,629,67,2,,,,,,,,,,
4201,629,85,1,,,,,,,,,,
4202,629,65,1,,,,,,,,,,
4203,629,63,2,,,,,,,,,,
4204,629,64,2,,,,,,,,,,
4205,629,66,1,,,,,,,,,,
4206,446,2,1,,,,,,,,,,
4207,446,4,3,,,,,,,,,,
4208,446,9,1,,,,,,,,,,
4209,446,41,1,,,,,,,,,,
4210,446,44,1,,,,,,,,,,
4211,446,30,2,,,,,,,,,,
4212,446,34,2,,,,,,,,,,
4213,446,68,1,,,,,,,,,,
4214,446,63,1,,,,,,,,,,
4215,446,66,5,,,,,,,,,,
4217,451,18,1,,,,,,,,,,
4218,451,34,1,,,,,,,,,,
4219,453,2,2,,,,,,,,,,
4220,453,4,2,,,,,,,,,,
4221,453,9,2,,,,,,,,,,
4222,453,79,2,,,,,,,,,,
4223,453,30,1,,,,,,,,,,
4224,453,34,7,,,,,,,,,,
4225,453,68,1,,,,,,,,,,
4226,453,65,1,,,,,,,,,,
4227,453,66,1,,,,,,,,,,
4228,457,18,1,,,,,,,,,,
4229,457,4,1,,,,,,,,,,
4230,457,20,1,,,,,,,,,,
4231,457,34,2,,,,,,,,,,
4232,458,4,1,,,,,,,,,,
4233,458,30,1,,,,,,,,,,
4234,625,34,1,,,,,,,,,,
4235,625,39,1,,,,,,,,,,
4236,625,65,1,,,,,,,,,,
4237,625,63,1,,,,,,,,,,
4238,626,18,1,,,,,,,,,,
4239,626,79,1,,,,,,,,,,
4240,626,34,1,,,,,,,,,,
4241,626,39,3,,,,,,,,,,
4242,626,58,1,,,,,,,,,,
4243,626,67,1,,,,,,,,,,
4244,628,18,1,,,,,,,,,,
4245,628,107,1,,,,,,,,,,
4246,628,52,1,,,,,,,,,,
4247,628,39,1,,,,,,,,,,
4248,628,71,1,,,,,,,,,,
4249,628,65,1,,,,,,,,,,
4250,628,63,3,,,,,,,,,,
4251,630,18,6,,,,,,,,,,
4252,630,4,2,,,,,,,,,,
4253,630,9,4,,,,,,,,,,
4254,630,46,1,,,,,,,,,,
4255,630,30,2,,,,,,,,,,
4256,630,34,26,,,,,,,,,,
4257,630,58,1,,,,,,,,,,
4258,630,68,1,,,,,,,,,,
4259,630,65,22,,,,,,,,,,
4260,630,63,1,,,,,,,,,,
4261,630,64,21,,,,,,,,,,
4262,630,66,2,,,,,,,,,,
4263,616,44,29,,,,,29,0,0,0,0,0
4264,616,30,29,,,,,0,0,0,0,29,0
4265,616,81,3,,,,,0,0,0,0,3,0
4266,616,34,228,,,,,4,9,0,0,215,0
4267,616,49,7,,,,,6,1,0,0,0,0
4268,616,37,3,,,,,0,2,0,0,1,0
4269,616,2,13,,,,,0,0,0,0,0,13
4270,616,3,2,,,,,0,0,0,0,0,2
4271,616,20,164,,,,,0,0,0,0,0,164
4272,616,9,5,,,,,0,0,0,0,0,5
4273,616,11,1,,,,,0,0,0,0,0,1
4274,549,44,37,,,,,37,0,0,0,0,0
4275,549,30,11,,,,,0,0,0,0,11,0
4276,549,81,2,,,,,0,0,0,0,2,0
4277,549,34,22,,,,,13,0,0,0,9,0
4278,549,33,2,,,,,2,0,0,0,0,0
4279,549,49,2,,,,,2,0,0,0,0,0
4280,549,2,2,,,,,0,0,0,0,0,2
4281,549,106,4,,,,,0,0,0,0,0,4
4282,549,20,295,,,,,0,0,0,0,0,295
4283,549,15,1,,,,,0,0,0,0,0,1
4284,549,118,1,,,,,0,0,0,0,0,1
4285,549,18,1,,,,,0,0,0,0,0,1
4286,549,63,6,,,,,0,0,0,0,6,0
4287,549,64,7,,,,,0,1,0,0,6,0
4288,549,68,84,,,,,0,0,0,0,0,84
4289,549,66,4,,,,,0,0,0,0,4,0
4290,549,126,1,,,,,0,0,0,0,0,1
4291,549,58,14,,,,,0,0,0,0,0,14
4292,616,71,6,,,,,5,0,0,0,1,0
4293,616,63,40,,,,,1,0,0,0,39,0
4294,616,64,8,,,,,0,4,0,0,4,0
4295,616,68,83,,,,,0,0,0,0,0,83
4296,616,70,33,,,,,0,0,0,0,0,33
4297,616,66,16,,,,,0,0,0,0,16,0
4298,616,85,1,,,,,0,0,0,0,1,0
4299,616,126,9,,,,,0,0,0,0,0,9
4300,616,57,12,,,,,0,0,0,0,0,12
4301,616,143,1,,,,,0,0,0,0,0,1
4302,616,58,40,,,,,0,0,0,0,0,40
4303,550,44,8,,,,,0,0,0,0,8,0
4304,550,30,7,,,,,0,0,0,0,7,0
4305,550,52,1,,,,,0,0,0,0,1,0
4306,550,81,1,,,,,0,0,0,0,1,0
4307,550,34,72,,,,,24,1,0,0,47,0
4308,549,141,1,,,,,1,0,0,0,0,0
4309,550,54,1,,,,,1,0,0,0,0,0
4310,550,39,2,,,,,1,0,0,0,1,0
4311,550,2,6,,,,,0,0,0,0,0,6
4312,550,20,31,,,,,0,0,0,0,0,31
4313,550,9,1,,,,,0,0,0,0,0,1
4314,550,118,3,,,,,0,0,0,0,0,3
4315,550,71,2,,,,,0,0,0,0,2,0
4316,550,63,14,,,,,1,0,0,0,13,0
4317,550,64,2,,,,,0,0,0,0,2,0
4318,550,68,48,,,,,0,0,0,0,0,48
4319,550,66,7,,,,,0,0,0,0,7,0
4320,550,126,2,,,,,0,0,0,0,0,2
4321,550,57,2,,,,,0,0,0,0,0,2
4322,550,58,3,,,,,0,0,0,0,0,3
4324,553,44,3,,,,,3,0,0,0,0,0
4325,553,34,4,,,,,1,1,0,0,1,0
4326,553,15,1,,,,,0,0,0,0,0,1
4327,555,44,11,,,,,11,0,0,0,0,0
4328,555,30,2,,,,,0,0,0,0,2,0
4329,555,81,1,,,,,0,0,0,0,1,0
4330,555,34,26,,,,,2,3,0,0,21,0
4331,555,2,1,,,,,0,0,0,0,0,1
4332,555,20,1,,,,,0,0,0,0,0,1
4333,555,15,7,,,,,0,0,0,0,0,7
4334,555,18,10,,,,,0,0,0,0,0,10
4335,555,58,5,,,,,0,0,0,0,0,5
4336,555,71,1,,,,,1,0,0,0,0,0
4337,555,64,1,,,,,0,0,0,0,1,0
4338,555,68,24,,,,,0,0,0,0,0,24
4339,555,66,1,,,,,0,0,0,0,1,0
4340,557,34,2,,,,,1,1,0,0,0,0
4341,559,44,15,,,,,15,0,0,0,0,0
4342,559,30,5,,,,,0,0,0,0,5,0
4343,559,34,131,,,,,2,4,0,0,125,0
4344,559,106,1,,,,,0,0,0,0,0,1
4345,559,20,14,,,,,0,0,0,0,0,14
4346,559,15,12,,,,,0,0,0,0,0,12
4347,559,118,1,,,,,0,0,0,0,0,1
4348,559,18,31,,,,,0,0,0,0,0,31
4349,559,71,10,,,,,3,0,0,0,7,0
4350,559,63,14,,,,,0,0,0,0,14,0
4351,559,64,9,,,,,0,0,0,0,9,0
4352,559,68,402,,,,,0,0,0,0,0,402
4353,559,66,7,,,,,0,0,0,0,7,0
4354,559,57,7,,,,,0,0,0,0,0,7
4355,559,58,6,,,,,0,0,0,0,0,6
4356,559,171,1,,,,,0,0,0,0,0,1
4357,561,46,1,,,,,1,0,0,0,0,0
4358,561,44,1,,,,,0,0,0,0,1,0
4359,561,30,1,,,,,0,0,0,0,1,0
4360,561,34,8,,,,,0,0,0,0,8,0
4361,561,20,1,,,,,0,0,0,0,0,1
4362,561,18,1,,,,,0,0,0,0,0,1
4363,561,71,1,,,,,0,0,0,0,1,0
4364,561,63,1,,,,,1,0,0,0,0,0
4365,561,68,7,,,,,0,0,0,0,0,7
4366,561,58,1,,,,,0,0,0,0,0,1
4372,,142,1,,,,,,,,,,
4373,,20,1,,,,,,,,,,
4374,,15,4,,,,,,,,,,
4375,,18,10,,,,,,,,,,
4376,,71,5,,,,,,,,,,
4377,,63,3,,,,,,,,,,
4378,,64,7,,,,,,,,,,
4379,,68,118,,,,,,,,,,
4380,,66,2,,,,,,,,,,
4381,,57,5,,,,,,,,,,
4382,,58,2,,,,,,,,,,
4388,563,88,1,,,,,0,0,0,0,1,0
4389,563,46,1,,,,,1,0,0,0,0,0
4390,563,44,7,,,,,7,0,0,0,0,0
4391,563,34,218,,,,,1,1,0,0,216,0
4392,563,37,2,,,,,0,0,0,0,2,0
4393,563,142,1,,,,,0,0,0,0,0,1
4394,563,20,1,,,,,0,0,0,0,0,1
4395,563,15,4,,,,,0,0,0,0,0,4
4396,563,18,10,,,,,0,0,0,0,0,10
4397,563,71,5,,,,,5,0,0,0,0,0
4398,563,63,3,,,,,0,0,0,0,3,0
4399,563,64,7,,,,,0,0,0,0,7,0
4400,563,68,118,,,,,0,0,0,0,0,118
4401,563,66,2,,,,,0,0,0,0,2,0
4403,563,57,5,,,,,0,0,0,0,0,5
4404,563,58,2,,,,,0,0,0,0,0,2
4406,567,44,2,,,,,,,,,,
4407,567,34,2,,,,,,,,,,
4408,567,71,3,,,,,,,,,,
4409,567,68,21,,,,,,,,,,
4410,569,46,5,,,,,5,0,0,0,0,
4412,569,45,1,,,,,1,0,0,0,0,0
4414,569,34,188,,,,,19,6,0,0,163,0
4415,569,32,4,,,,,0,3,0,0,1,0
4416,569,37,3,,,,,0,0,0,0,3,0
4417,569,20,7,,,,,0,0,0,0,0,7
4418,569,9,2,,,,,0,0,0,0,0,2
4419,569,15,10,,,,,0,0,0,0,0,10
4420,569,18,3,,,,,0,0,0,0,0,3
4422,569,71,45,,,,,0,0,0,0,45,0
4423,569,63,37,,,,,0,0,0,0,37,0
4424,569,64,17,,,,,1,0,0,0,16,0
4425,569,73,2,,,,,2,0,0,0,0,0
4426,569,68,381,,,,,0,0,0,0,0,381
4427,569,66,14,,,,,0,0,0,0,14,0
4428,569,85,3,,,,,0,0,0,0,3,0
4429,569,57,5,,,,,0,0,0,0,0,5
4430,569,58,1,,,,,0,0,0,0,0,1
4433,573,44,6,,,,,6,0,0,0,0,0
4434,573,34,37,,,,,1,3,0,0,33,0
4435,573,71,25,,,,,25,0,0,0,0,0
4436,573,63,1,,,,,1,0,0,0,0,0
4437,573,68,39,,,,,0,0,0,0,0,39
4438,573,66,6,,,,,2,0,0,0,4,0
4440,573,58,1,,,,,0,0,0,0,0,1
4441,576,44,8,,,,,8,0,0,0,0,0
4442,576,34,13,,,,,1,1,0,0,11,0
4443,576,9,1,,,,,0,0,0,0,0,1
4444,576,15,1,,,,,0,0,0,0,0,1
4445,576,71,2,,,,,2,0,0,0,0,0
4446,576,68,5,,,,,0,0,0,0,0,5
4447,576,67,1,,,,,0,0,0,0,1,0
4449,577,44,4,,,,,3,,,,1,
4450,577,34,61,,,,,,5,,,56,
4451,577,32,1,,,,,,1,,,,
4452,577,37,2,,,,,,,,,2,
4453,577,9,1,,,,,,,,,,1
4454,577,71,79,,,,,,,,,79,
4455,577,63,3,,,,,,,,,,3
4456,577,64,3,,,,,,,,,3,
4457,577,68,17,,,,,,,,,,17
4458,577,66,1,,,,,,,,,1,
4459,577,67,4,,,,,4,,,,,
4460,577,57,1,,,,,,,,,,1
4461,,144,1,,,,,,,,,,
4462,,44,3,,,,,,,,,,
4463,,45,1,,,,,,,,,,
4464,,30,1,,,,,,,,,,
4465,,34,14,,,,,,,,,,
4466,,11,1,,,,,,,,,,
4467,,13,1,,,,,,,,,,
4468,580,144,1,,,,,,,,,1,
4469,580,44,3,,,,,3,,,,,
4470,580,45,1,,,,,1,,,,,
4471,580,30,1,,,,,,,,,1,
4472,580,34,14,,,,,,,,,14,
4473,580,11,1,,,,,,,,,,1
4474,580,18,1,,,,,,,,,,
4475,580,145,1,,,,,,,,,,1
4477,580,71,39,,,,,,,,,39,
4478,580,63,36,,,,,3,,,,33,
4479,580,64,21,,,,,,,,,21,
4480,580,68,2,,,,,,,,,,2
4481,580,66,18,,,,,,,,,18,
4482,580,74,1,,,,,,,,,1,
4483,580,67,1,,,,,1,,,,,
4484,580,57,1,,,,,,,,,,1
4485,580,58,4,,,,,,,,,,4
4486,617,34,1,,,,,1,0,0,0,0,0
4487,548,146,1,,,,,0,0,0,0,0,1
4488,548,18,2,,,,,0,0,0,0,0,2
4489,551,41,1,,,,,1,0,0,0,0,0
4490,551,42,2,,,,,2,0,0,0,0,0
4491,551,34,1,,,,,1,0,0,0,0,0
4492,551,2,1,,,,,0,0,0,0,0,0
4493,551,9,1,,,,,0,0,0,0,0,1
4494,551,18,3,,,,,0,0,0,0,0,3
4495,551,66,1,,,,,0,0,0,0,1,0
4496,552,118,1,,,,,0,0,0,0,0,1
4497,554,34,1,,,,,0,0,0,0,1,0
4498,554,18,2,,,,,0,0,0,0,0,2
4499,556,5,1,,,,,0,0,0,0,0,1
4500,556,18,3,,,,,0,0,0,0,0,3
4501,556,71,1,,,,,0,0,0,0,1,0
4502,558,18,1,,,,,0,0,0,0,0,1
4503,558,66,1,,,,,0,0,0,0,1,0
4504,560,34,1,,,,,1,0,0,0,0,0
4505,560,35,1,,,,,1,0,0,0,0,0
4506,560,13,1,,,,,0,0,0,0,0,1
4507,560,18,2,,,,,0,0,0,0,0,2
4510,562,34,1,,,,,1,0,0,0,0,0
4511,562,9,1,,,,,0,0,0,0,0,1
4512,562,18,2,,,,,0,0,0,0,0,2
4514,581,44,3,,,,,3,,,,,
4515,581,148,1,,,,,,,,,,1
4516,581,71,3,,,,,3,,,,,
4518,581,63,2,,,,,,,,,2,
4519,581,64,1,,,,,,,,,1,
4521,581,66,5,,,,,,,,,5,
4522,581,58,1,,,,,,,,,,1
4523,565,34,3,,,,,0,1,0,0,2,0
4524,565,9,1,,,,,0,0,0,0,0,1
4525,565,18,4,,,,,0,0,0,0,0,4
4526,585,19,1,,,,,,,,,,1
4527,585,9,1,,,,,,,,,,1
4528,570,34,5,,,,,2,1,0,0,2,0
4529,585,11,1,,,,,,,,,,1
4530,585,13,7,,,,,,,,,,7
4531,585,119,1,,,,,,,,,,1
4532,570,120,2,,,,,0,0,0,0,0,2
4533,570,18,1,,,,,0,0,0,0,0,1
4534,570,71,1,,,,,0,0,0,0,1,0
4535,585,71,1,,,,,,,,,1,
4536,585,63,1,,,,,,,,,1,
4537,570,66,5,,,,,0,0,0,0,5,0
