YBFMP,Date,Time,Station Code,Use sample code from FLIMS/WDL to connect field data and lab data,,,,,,DRIFT.COUNT,DRIFT.LIFE,,,,
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,19,N/A,3.80E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Lymnaeidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,4,N/A,1.50E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,6.50E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,2,Adults,1.60E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,1.60E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,17,Adults,1.70E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Caenidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymphs,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,24,Adults,2.10E-03,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Neuroptera,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,19,Nymphs,8.18E-02,1.47E-02,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,10,Larvae,1.89E-02,3.00E-03,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,110,N/A,4.83E-02,1.07E-02,NA,N
YBFMP,11/01/2021,08:31,SHR,ES1121B0288,20211101_0831_SHR_DRIFT,DRIFT,Drift Invertebrates,Copepoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Acari,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,23,N/A,4.50E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Limnesiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,3,N/A,4.20E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,1.00E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,4,Pupae,1.20E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,14,Adults,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,1.70E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,2,Nymphs,1.50E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptoceridae,Aquatic Insect,5,Larvae,1.28E-02,2.30E-03,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,10,N/A,2.80E-03,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Copepoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/15/2021,10:05,SHR,ES1121B0296,20211115_1005_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,18,Adults,2.70E-03,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,36,Adults,2.60E-03,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,10,Adults,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Amphipoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/29/2021,09:19,SHR,ES1121B0304,20211129_0919_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/13/2021,09:21,SHR,ES1221B0312,20211213_0921_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/13/2021,09:21,SHR,ES1221B0312,20211213_0921_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Adults,1.60E-03,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Nematoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Unionicolidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,2.20E-03,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydropsychidae,Aquatic Insect,2,Larvae,1.30E-03,<0.001,NA,N
YBFMP,12/27/2021,10:18,SHR,ES1221B0320,20211227_1018_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,14,N/A,3.60E-03,1.10E-03,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,3,Adults,1.97E-02,4.30E-03,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,4,Adults,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,4,Adults,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,2.00E-03,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,46,Adults,5.40E-03,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Ephemeroptera,Aquatic Insect,2,Adults,2.90E-03,<0.001,NA,Y
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,1.40E-03,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,2.20E-03,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,6,Adults,2.30E-03,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Trichoptera,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,01/11/2022,09:14,SHR,ES0122B0003,20220111_0914_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,10,N/A,6.00E-03,1.40E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Lymnaeidae,Aquatic Non-Insect,3,N/A,5.50E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Insect,3,N/A,2.24E-02,5.90E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,13,N/A,2.86E-02,1.07E-02,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Amnicolidae,Aquatic Non-Insect,2,N/A,6.90E-03,2.00E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,4,Larvae,3.20E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Pupae,1.10E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,6,Adults,8.30E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,207,Adults,3.70E-03,1.20E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,12,Adults,1.90E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Chaoboridae,Aquatic Insect,2,Larvae,1.10E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,7,Larvae,1.70E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,6,Pupae,7.30E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,38,Adults,1.41E-02,2.40E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Tipulidae,Aquatic Insect,10,Larvae,1.45E-02,2.20E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Tipulidae,Aquatic Insect,3,Pupae,2.25E-02,1.90E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymphs,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,5,Adults,1.30E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,4.80E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,9,Adults,2.80E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Unknown (Insect),1,Larvae,1.50E-03,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,7,Nymphs,6.15E-02,1.13E-02,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,33,N/A,1.77E-02,2.40E-03,NA,N
YBFMP,01/24/2022,12:33,STTD,ES0122B0009,20220124_1233_STTD_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,12,N/A,<0.001,<0.001,NA,N
YBFMP,01/25/2022,09:28,SHR,ES0122B0011,20220125_0928_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,01/25/2022,09:28,SHR,ES0122B0011,20220125_0928_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,1,N/A,(all in RC),(all in RC),RC #1,N
YBFMP,01/25/2022,09:28,SHR,ES0122B0011,20220125_0928_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,01/25/2022,09:28,SHR,ES0122B0011,20220125_0928_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,8,N/A,1.58E-02,6.30E-03,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,18,Larvae,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,45,Adults,8.30E-03,2.10E-03,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Tipulidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,1.40E-03,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,2,Adults,1.40E-03,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Unknown (Insect),1,Larvae,1.30E-03,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,3,Larvae,1.10E-03,<0.001,NA,N
YBFMP,02/07/2022,10:17,STTD,ES0222B0017,20220207_1017_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,13,N/A,8.10E-03,3.00E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,1,N/A,(not weighed),(not weighed),NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,5,Adults,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,4,Adults,1.80E-03,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,10,Adults,1.50E-03,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Pupae,<0.001,<0.001,NA,N
