LarvalCatchID,LarvalDataID,ChannelLocation,SpeciesCode,Stage,TL,FL,Count,Comments,LarvalCode
3997,446,,MSS,Y/L,4.199999809,,1,,
3998,446,,MSS,Y/L,4.199999809,,1,,
3999,446,,MSS,Y/L,4.5,,1,,
4000,446,,MSS,Y/L,4,,1,,
4001,446,,MSS,Y/L,,,9,,
4002,447,,SBE,E,,,1,,
4003,447,,STB,Y,3.5,,1,,
4004,447,,STB,Y,3.5,,1,,
4005,447,,STB,Y,3.5,,1,,
4007,447,,TFS,L,4.599999905,,1,,
4008,448,,YFG,J,60,,1,,
4009,448,,YFG,L,6.699999809,,1,,
4010,448,,MSS,L,4.199999809,,1,,
4011,448,,MSS,L,3.799999952,,1,,
4012,448,,TFS,L,5.199999809,,1,,
4013,448,,TFS,L,4.300000191,,1,,
4014,448,,TFS,L,4.900000095,,1,,
4015,448,,TFS,L,10,,1,,
4016,448,,TFS,L,6,,1,,
4017,448,,TFS,L,6.599999905,,1,,
4018,448,,TFS,L,4.5,,1,,
4019,448,,TFS,L,5,,1,,
4020,448,,TFS,L,4.699999809,,1,,
4021,448,,TFS,L,4.800000191,,1,,
4022,448,,TFS,L,9.300000191,,1,,
4023,448,,TFS,L,4.400000095,,1,,
4024,448,,TFS,L,5.5,,1,,
4025,448,,TFS,J,12.69999981,,1,,
4026,448,,TFS,J,16.5,,1,,
4027,448,,TFS,J,14.69999981,,1,,
4028,448,,TFS,J,16,,1,,
4029,448,,TFS,J,17,,1,,
4030,448,,TFS,J,24.20000076,,1,,
4031,448,,TFS,J,19.29999924,,1,,
4032,448,,TFS,J,22.5,,1,,
4033,448,,TFS,J,21.70000076,,1,,
4034,448,,TFS,J,20.39999962,,1,,
4035,448,,TFS,J,21,,1,,
4036,448,,STB,L,9.300000191,,1,,
4037,448,,STB,L,10.5,,1,,
4038,448,,STB,L,9.300000191,,1,,
4039,448,,STB,L,10,,1,,
4040,448,,STB,L,10.60000038,,1,,
4041,448,,STB,J,15.5,,1,,
4042,448,,STB,J,12.5,,1,,
4043,448,,STB,J,15,,1,,
4044,448,,STB,J,12.5,,1,,
4045,448,,STB,J,15.69999981,,1,,
4046,448,,STB,J,21.5,,1,,
4047,448,,STB,J,16.20000076,,1,,
4048,448,,STB,J,16.79999924,,1,,
4049,448,,STB,J,14.30000019,,1,,
4050,448,,STB,J,16.60000038,,1,,
4051,448,,STB,J,15.19999981,,1,,
4052,448,,STB,J,16.10000038,,1,,
4053,448,,STB,J,15,,1,,
4054,448,,STB,J,20.29999924,,1,,
4055,448,,STB,J,16,,1,,
4056,448,,STB,J,15.39999962,,1,,
4057,448,,STB,J,17.70000076,,1,,
4058,448,,STB,J,18.5,,1,,
4059,448,,STB,J,16.79999924,,1,,
4060,448,,STB,J,14.10000038,,1,,
4061,448,,STB,J,,,8,,
4062,446,,TRD,L,3,,1,,
4063,446,,TRD,L,2.5,,1,,
4064,446,,TRD,L,2.5,,1,,
4065,446,,TRD,L,2.5,,1,,
4069,288,,PRS,Y,4.900000095,,1,,
4070,288,,SBE,E,,,4,,
4071,286,,OE,E,,,4,Prickly sculpin & others,
4072,297,,PRS,Y/L,,,5,,
4074,301,,DSM,L,4.5,,1,,
4075,301,,PRS,Y,5,,1,,
4076,301,,PRS,Y,5.099999905,,1,,
4077,303,,C,Y/L,7.599999905,,1,,
4078,303,,C,E,,,11,,
4079,303,,PRS,Y/L,4.5,,1,,
4080,303,,PRS,Y/L,4.900000095,,1,,
4081,303,,PRS,Y/L,5,,1,,
4082,303,,PRS,E,,,1,,
4083,303,,SASU,L,13,,1,,
4084,307,,C,E,,,1,chiron only no yolk,
4085,307,,PRS,E,,,2,chiron only no yolk,
4086,306,,C,Y/L,8.199999809,,1,,
4087,306,,C,Y/L,7,,1,,
4088,306,,C,Y/L,6.400000095,,1,,
4089,306,,C,Y/L,8,,1,,
4090,306,,C,Y/L,7.5,,1,,
4091,306,,C,Y/L,5.199999809,,1,,
4092,306,,C,Y/L,7.699999809,,1,,
4093,306,,C,Y/L,5.699999809,,1,,
4094,306,,C,Y/L,7,,1,,
4095,306,,C,Y/L,6.800000191,,1,,
4096,306,,C,Y/L,6.300000191,,1,,
4097,306,,C,Y/L,7.099999905,,1,,
4098,306,,C,Y/L,6.400000095,,1,,
4099,306,,C,Y/L,6.900000095,,1,,
4100,306,,C,Y/L,4.900000095,,1,,
4101,306,,C,Y/L,7,,1,,
4102,306,,C,Y/L,7.599999905,,1,,
4103,306,,C,Y/L,7.099999905,,1,,
4104,306,,C,Y/L,6.699999809,,1,,
4105,306,,C,Y/L,6.599999905,,1,,
4106,306,,C,Y/L,7.800000191,,1,,
4107,306,,C,Y/L,13.19999981,13.5,1,,
4108,306,,C,Y/L,7.599999905,,1,,
4109,306,,C,Y/L,8.199999809,,1,,
4110,306,,C,Y/L,,,77,,
4111,306,,SPLT,L,8.5,,1,,
4112,306,,SPLT,L,7.300000191,,1,,
4113,306,,LP,Y,4.400000095,,1,,
4114,306,,LP,Y,5.099999905,,1,,
4115,306,,LP,Y,5.800000191,,1,,
4116,306,,LP,Y,5.800000191,,1,,
4117,306,,MSS,L,5.699999809,,1,,
4118,306,,PRS,Y/L,4.800000191,,1,,
4119,306,,PRS,Y/L,4.699999809,,1,,
4120,306,,PRS,Y/L,6.300000191,,1,,
4121,306,,PRS,Y/L,5,,1,,
4122,306,,PRS,Y/L,5,,1,,
4123,306,,PRS,Y/L,4.900000095,,1,,
4124,306,,PRS,Y/L,5,,1,,
4125,306,,PRS,Y/L,5.199999809,,1,,
4126,306,,PRS,Y/L,5.800000191,,1,,
4127,306,,PRS,Y/L,4.800000191,,1,,
4128,306,,PRS,Y/L,5,,1,,
4129,306,,PRS,Y/L,4.5,,1,,
4130,306,,PRS,Y/L,5,,1,,
4131,306,,PRS,Y/L,5.5,,1,,
4132,306,,PRS,Y/L,5.699999809,,1,,
4133,306,,PRS,Y/L,5.300000191,,1,,
4134,306,,PRS,Y/L,4.199999809,,1,,
4135,306,,PRS,Y/L,5.699999809,,1,,
4136,306,,PRS,Y/L,4.400000095,,1,,
4137,306,,PRS,Y/L,4.5,,1,,
4138,306,,PRS,Y/L,6,,1,,
4139,306,,PRS,Y/L,5.400000095,,1,,
4140,306,,PRS,Y/L,4.900000095,,1,,
4141,306,,POM,Y,4.5,,1,,
4142,306,,POM,Y,4,,1,,
4143,315,,STB,Y,,,22,,
4144,323,,TFS,Y/L,,,5,,
4145,322,,C,Y/L,,,687,,
4146,326,,TFS,Y/L,,,65,,
4147,326,,C,Y/L,,,26,,
4148,327,,TFS,Y/L,,,314,,
4149,284,,None,,,,,,
4150,266,,PRS,Y/L,5.199999809,,1,,
4151,266,,PRS,Y/L,6,,1,,
4152,239,,None,,,,,,
4153,241,,None,,,,,,
4154,243,,None,,,,,,
4155,244,,None,,,,,,
4156,248,,None,,,,,,
4157,251,,STB,L,,,30,,
4158,160,,None,,,,,,
4159,367,,None,,,,,,
4160,442,,PRS,L,4.800000191,,1,,
4161,442,,PRS,L,5.300000191,,1,,
4162,442,,PRS,L,4.800000191,,1,,
4163,442,,TFS,L,5.300000191,,1,,
4164,442,,POM,L,4.5,,1,,
4165,443,,None,,,,,,
4166,188,,None,,,,,,
4167,190,,None,,,,,,
4168,158,,None,,,,,,
4169,159,,PRS,L,,,28,,
4170,193,,None,,,,,,
4171,200,,PRS,L,,,3,,
4172,200,,TRD,L,,,19,,
4173,201,,STB,Y,,,22,,
4174,202,,TRD,L,,,19,,
4176,204,,STB,Y/L,,,145,,
4177,165,,None,,,,,,
4178,157,,None,,,,,,
4179,167,,None,,,,,,
4180,169,,None,,,,,,
4181,170,,PRS,Y/L,,,34,,
4182,173,,None,,,,,,
4183,178,,PRS,L,,,4,,
4184,182,,STB,Y,,,63,,
4185,219,,None,,,,,,
4186,427,,TRD,L,6,,1,FLEXION,
4187,427,,TRD,L,6.5,,1,FLEXION,
4188,427,,TRD,L,2.5,,1,Preflex,
4189,427,,TRD,L,3,,1,Preflex,
4190,427,,TRD,L,3,,1,Preflex,
4191,427,,TRD,L,3.5,,1,Preflex,
4192,427,,TRD,L,4,,1,Preflex,
4193,429,,TRD,L,3,,1,PREFLEX,
4194,429,,TRD,L,4,,1,PREFLEX,
4195,429,,TRD,L,4,,1,PREFLEX,
4196,429,,TRD,L,4,,1,PREFLEX,
4197,429,,TRD,L,3.5,,1,PREFLEX,
4198,429,,TRD,L,3.5,,1,PREFLEX,
4199,429,,TRD,L,4,,1,PREFLEX,
4200,429,,TRD,L,4,,1,PREFLEX,
4201,429,,TRD,L,3.5,,1,PREFLEX,
4202,430,,DSM,L,8.5,,1,PREFLEX,
4203,435,,None,,,,,,
4204,468,,None,,,,,,
4205,469,,None,,,,,,
4206,472,,None,,,,,,
4207,473,,None,,,,,,
4208,475,,UNID,,,,1,1* tail-end not measured-very likely from Cottus asper,
4209,476,,None,,,,,,
4210,477,,None,,,,,,
4211,478,,None,,,,,,
4212,479,,None,,,,,,
4213,480,,None,,,,,,
4214,481,,None,,,,,,
4215,482,,None,,,,,,
4216,483,,PRS,L,5.5,,1,,
4217,484,,None,,,,,,
4218,485,,None,,,,,,
4219,486,,PRS,L,5,,1,,
4220,486,,PRS,L,5.5,,1,,
4221,486,,PRS,L,6,,1,,
4222,487,,None,,,,,,
4223,488,,PRS,L,5.5,,1,,
4224,488,,PRS,L,3.5,,1,Head and half of body present,
4225,491,,PRS,L,5,,1,,
4226,492,,PRS,L,5,,1,,
4227,492,,PRS,L,6,,1,,
4228,492,,PRS,L,6,,1,,
4229,492,,PRS,L,6,,1,,
4230,492,,PRS,L,5.5,,1,,
4231,492,,PRS,L,5.5,,1,,
4232,492,,PRS,L,5.5,,1,,
4233,492,,PRS,L,5.5,,1,,
4234,492,,PRS,L,,,1,,
4235,492,,PRS,L,,,1,,
4237,521,,PRS,L,5.5,,1,,
4238,521,,PRS,L,6,,1,,
4239,521,,PRS,L,6,,1,,
4254,521,,PRS,L,5.5,,1,,
4255,521,,PRS,L,6,,1,,
4256,521,,PRS,L,6,,1,,
4257,521,,PRS,L,6,,1,,
4258,521,,PRS,L,6,,1,,
4259,521,,PRS,L,5,,1,,
4260,521,,PRS,L,6,,1,,
4261,521,,PRS,L,6,,1,,
4262,521,,PRS,L,6.5,,1,,
4263,521,,PRS,L,6.5,,1,,
4264,521,,PRS,L,8,,1,,
4267,522,,PRS,L,5.5,,1,,
4268,523,,PRS,L,6,,1,,
4269,523,,PRS,L,6,,1,,
4270,523,,PRS,L,6,,1,,
4271,523,,PRS,L,5.5,,1,,
4272,523,,PRS,L,6.5,,1,,
4273,523,,PRS,L,5.5,,1,,
4274,523,,PRS,L,6,,1,,
4275,523,,PRS,L,5.5,,1,,
4276,523,,PRS,L,5.5,,1,,
4277,523,,PRS,L,6,,1,,
4278,523,,PRS,L,6.5,,1,,
4279,523,,PRS,L,6.5,,1,,
4280,523,,PRS,L,6,,1,,
4281,523,,PRS,L,5.5,,1,,
4282,523,,PRS,L,6,,1,,
4283,523,,PRS,L,6,,1,,
4284,523,,PRS,L,6,,1,,
4285,523,,PRS,L,6,,1,,
4286,523,,PRS,L,6,,1,,
4287,523,,PRS,L,7,,1,,
4289,524,,None,,,,,,
4290,525,,PRS,L,5,,1,,
4291,525,,PRS,L,5,,1,,
4292,525,,PRS,L,5,,1,,
4293,526,,PRS,L,5,,1,,
4294,526,,PRS,L,5,,1,,
4295,526,,PRS,L,5,,1,,
4296,526,,PRS,L,5,,1,,
4297,526,,PRS,L,5,,1,,
4298,526,,PRS,L,4,,1,,
4299,526,,PRS,L,4.5,,1,,
4300,526,,PRS,L,5,,1,,
4301,526,,PRS,L,5,,1,,
4302,526,,PRS,L,6.5,,1,,
4304,529,,PRS,L,5,,1,,
4305,529,,PRS,L,5,,1,,
4306,529,,PRS,L,5,,1,,
4307,529,,PRS,L,4.800000191,,1,,
4308,529,,PRS,L,5,,1,,
4309,529,,MSS,L,4.5,,1,,
4310,529,,LP,L,5,,1,,
4311,530,,STB,Y/L,2.5,,1,,
4312,530,,STB,Y/L,2.5,,1,,
4313,530,,STB,Y/L,2.5,,1,,
4314,530,,STB,Y/L,2.5,,1,,
4315,530,,STB,Y/L,2.5,,1,,
4316,530,,STB,Y/L,2.5,,1,,
4317,530,,STB,Y/L,2.5,,1,,
4324,531,,STB,Y/L,3,,1,,
4325,531,,STB,Y/L,3,,1,,
4326,531,,STB,Y/L,3,,1,,
4327,531,,STB,Y/L,3,,1,,
4328,531,,STB,Y/L,3,,1,,
4329,531,,STB,Y/L,3,,1,,
4330,531,,STB,Y/L,3,,1,,
4331,531,,STB,Y/L,3,,1,,
4332,531,,STB,Y/L,3,,1,,
4333,531,,STB,Y/L,3,,1,,
4334,531,,STB,L,,,1,1*tail end-not included in total count,
4335,531,,STB,E,2,,1,"Embyros still curved-shell probably damaged during handling, leaving embryo naked?",
4336,531,,STB,E,2,,1,Embyros,
4337,531,,STB,E,2,,1,Embyros,
4338,,,PRS,L,4.5,,1,,
4339,,,PRS,L,4.5,,1,,
4340,,,PRS,L,5,,1,,
4341,,,PRS,L,4,,1,,
4342,,,PRS,L,4,,1,,
4343,,,PRS,L,5,,1,,
4344,,,PRS,L,4.5,,1,,
4345,,,PRS,L,5,,1,,
4346,,,PRS,L,5,,1,,
4347,,,PRS,L,5,,1,,
4348,,,PRS,L,5,,1,,
4349,,,PRS,L,5,,1,,
4350,,,PRS,L,4,,1,,
4351,,,PRS,L,5,,1,,
4352,,,PRS,L,5,,1,,
4353,,,PRS,L,5,,1,,
4354,,,PRS,L,5,,1,,
4355,,,PRS,L,5,,1,,
4356,,,PRS,L,4.5,,1,,
4357,,,PRS,L,4.5,,1,,
4358,,,PRS,L,5,,1,,
4359,,,PRS,L,6,,1,,
4360,,,TFS,L,4.5,,1,,
4361,,,TFS,L,4.5,,1,,
4362,,,TFS,L,4.5,,1,,
4363,,,TFS,L,4.5,,1,,
4364,,,MSS,L,3.5,,1,,
4365,,,MSS,L,4,,1,,
4366,,,MSS,L,4.5,,1,,
4367,,,STB,L,5,,1,,
4369,532,,PRS,L,4.5,,1,,
4370,532,,PRS,L,4.5,,1,,
4371,532,,PRS,L,5,,1,,
4372,532,,PRS,L,4,,1,,
4373,532,,PRS,L,4,,1,,
4374,532,,PRS,L,5,,1,,
4375,532,,PRS,L,4.5,,1,,
4376,532,,PRS,L,5,,1,,
4377,532,,PRS,L,5,,1,,
4378,532,,PRS,L,5,,1,,
4379,532,,PRS,L,5,,1,,
4380,532,,PRS,L,5,,1,,
4381,532,,PRS,L,4,,1,,
4382,532,,PRS,L,5,,1,,
4383,532,,PRS,L,5,,1,,
4384,532,,PRS,L,5,,1,,
4385,532,,PRS,L,5,,1,,
4386,532,,PRS,L,5,,1,,
4387,532,,PRS,L,4.5,,1,,
4388,532,,PRS,L,4.5,,1,,
4389,532,,PRS,L,5,,1,,
4390,532,,PRS,L,6,,1,,
4391,532,,TFS,L,4.5,,1,,
4392,532,,TFS,L,4.5,,1,,
4393,532,,TFS,L,4.5,,1,,
4394,532,,TFS,L,4.5,,1,,
4395,532,,STB,L,5,,1,,
4396,532,,MSS,L,3.5,,1,,
4397,532,,MSS,L,4,,1,,
4398,532,,MSS,L,4.5,,1,,
4400,533,,AMS,L,6,,1,,
4401,533,,AMS,L,8,,1,,
4402,533,,AMS,L,9,,1,,
4403,533,,MSS,L,4.5,,1,,
4404,533,,MSS,L,4.5,,1,,
4405,533,,MSS,L,4.5,,1,,
4406,533,,MSS,L,6.5,,1,,
4407,533,,STB,L,4,,1,,
4408,533,,STB,L,5.5,,1,,
4409,533,,STB,L,4.5,,1,,
4410,533,,STB,L,7,,1,,
4411,533,,STB,L,8,,1,,
4412,533,,STB,L,8.5,,1,,
4413,533,,STB,L,9,,1,,
4414,533,,STB,L,9.5,,1,,
4416,534,,STB,Y/L,3.5,,1,,
4417,534,,STB,Y/L,3.5,,1,,
4418,534,,STB,Y/L,3.5,,1,,
4419,534,,STB,Y/L,3.5,,1,,
4420,534,,STB,Y/L,3.5,,1,,
4421,534,,STB,Y/L,3,,1,,
4422,534,,STB,Y/L,3,,1,,
4423,534,,STB,Y/L,3,,1,,
4424,534,,STB,Y/L,3,,1,,
4425,534,,STB,Y/L,3,,1,,
4426,534,,STB,Y/L,3,,1,,
4427,534,,STB,Y/L,3,,1,,
4428,534,,STB,Y/L,3,,1,,
4429,534,,STB,Y/L,3,,1,,
4430,534,,STB,Y/L,3,,1,,
4431,534,,STB,Y/L,3,,1,,
4432,534,,STB,Y/L,3,,1,,
4433,534,,STB,Y/L,3,,1,,
4434,534,,STB,Y/L,3,,1,,
4435,534,,STB,Y/L,3,,1,,
4436,534,,STB,Y/L,3,,1,,
4437,534,,STB,Y/L,3,,1,,
4438,534,,STB,Y/L,3,,1,,
4439,534,,STB,Y/L,3,,1,,
4440,534,,STB,Y/L,3,,1,,
4441,534,,STB,Y/L,3,,1,,
4442,534,,STB,Y/L,3,,1,,
4443,534,,STB,Y/L,3,,1,,
4444,534,,STB,Y/L,3,,1,,
4445,534,,STB,Y/L,3,,1,,
4446,534,,STB,Y/L,,,15,,
4447,534,,SBE,E,,,2,,
4448,534,,UNID,Y/L,,,8,Possible M. saxatilis,
4449,535,,MSS,Y/L,4,,1,,
4450,535,,STB,Y/L,3.5,,1,,
4451,535,,STB,Y/L,3.5,,1,,
4452,535,,STB,Y/L,3.5,,1,,
4453,535,,STB,Y/L,3.5,,1,,
4454,535,,STB,Y/L,3,,1,,
4455,535,,STB,Y/L,3,,1,,
4456,535,,STB,Y/L,3,,1,,
4457,535,,STB,Y/L,3,,1,,
4458,535,,SBE,E,,,2,,
4480,536,,AMS,L,10,,1,,
4481,536,,AMS,L,10.5,,1,,
4482,536,,AMS,L,11,,1,,
4483,536,,MSS,L,4,,1,,
4484,536,,MSS,L,4,,1,,
4485,536,,MSS,L,4,,1,,
4486,536,,MSS,L,5,,1,,
4487,536,,MSS,L,4,,1,,
4488,536,,MSS,L,4,,1,,
4489,536,,MSS,L,4,,1,,
4490,536,,MSS,L,3.5,,1,,
4491,536,,MSS,L,3.5,,1,,
4492,536,,MSS,L,5,,1,,
4493,536,,MSS,L,6,,1,,
4494,536,,MSS,L,6.5,,1,,
4495,536,,MSS,L,4,,1,,
4496,536,,MSS,L,4,,1,,
4497,536,,MSS,L,4,,1,,
4498,536,,MSS,L,6,,1,,
4499,536,,MSS,L,7,,1,,
4500,536,,MSS,L,7,,1,,
4501,537,,STB,Y/L,2.5,,1,,
4502,537,,STB,Y/L,3,,1,,
4503,537,,STB,Y/L,3,,1,,
4504,537,,STB,Y/L,3,,1,,
4505,537,,STB,Y/L,3,,1,,
4506,537,,STB,Y/L,3.5,,1,,
4507,537,,STB,Y/L,2.5,,1,,
4508,537,,STB,Y/L,3,,1,,
4509,537,,STB,Y/L,3,,1,,
4510,537,,STB,Y/L,2.5,,1,,
4511,537,,STB,Y/L,2.5,,1,,
4512,537,,STB,Y/L,2.5,,1,,
4513,537,,STB,Y/L,2.5,,1,,
4514,537,,STB,Y/L,2.5,,1,,
4515,537,,STB,Y/L,2.5,,1,,
4516,537,,STB,Y/L,,,2,Not measured- damaged,
4517,538,,AMS,L,10.5,,1,,
4518,538,,AMS,L,10.5,,1,,
4519,538,,AMS,L,11,,1,,
4520,538,,AMS,L,10,,1,,
4521,538,,AMS,L,11,,1,,
4522,538,,AMS,L,10,,1,,
4523,538,,AMS,L,11.5,,1,,
4524,538,,AMS,L,13,,1,,
4525,538,,AMS,L,16,,1,,
4526,538,,AMS,L,16,,1,,
4527,538,,OE,E,,,1,Atherinopsidae egg 1.2mm- with 1 oil globule and 3 filaments on chorion of ~3mm long,
4528,538,,TFS,L,4,,1,,
4529,538,,TFS,L,5,,1,,
4530,538,,TFS,L,5.5,,1,,
4531,538,,TFS,L,7,,1,,
4532,538,,TFS,L,8,,1,,
4533,538,,TFS,L,3.5,,1,,
4534,538,,UNID,L,9,,1,Taxon= Gobiidae,
4535,538,,MSS,L,3.5,,1,,
4536,538,,MSS,L,3.5,,1,,
4537,538,,MSS,L,3.5,,1,,
4538,553,,TFS,L,6.5,,1,,
4539,553,,TFS,L,7.5,,1,,
4540,553,,TFS,L,10.5,,1,,
4541,554,,None,,,,,,
4545,550,,TFS,L,9.5,,1,,
4546,550,,TFS,L,10,,1,,
4547,550,,TFS,L,11,,1,,
4548,551,,None,,,,,,
4550,555,,None,,,,,,
4551,556,,None,,,,,,
4552,557,,None,,,,,,
4553,558,,None,,,,,,
4554,559,,None,,,,,,
4555,560,,None,,,,,,
4556,561,,None,,,,,,
4557,562,,None,,,,,,
4558,563,,None,,,,,,
4559,564,,None,,,,,,
4560,552,,ATH,J,16,,1,,
4561,539,,AMS,L,9,,1,,
4562,539,,AMS,L,10,,1,,
4563,539,,AMS,L,11,,1,,
4564,539,,AMS,L,11,,1,,
4565,539,,AMS,L,13.5,,1,,
4566,539,,AMS,L,13.5,,1,,
4567,539,,AMS,L,15,,1,,
4568,539,,AMS,L,13,,1,,
4569,539,,AMS,L,14,,1,,
4570,539,,AMS,L,18.5,,1,,
4571,539,,TFS,L,12,,1,,
4572,539,,TFS,L,12.5,,1,,
4573,539,,TFS,L,12.5,,1,,
4574,539,,TFS,L,5,,1,,
4575,539,,TFS,L,17,,1,,
4576,540,,OE,E,,,1,Moronidae,
4577,541,,AMS,L,11,,1,,
4578,541,,AMS,L,12,,1,,
4579,541,,AMS,L,12.5,,1,,
4580,541,,AMS,L,9,,1,damaged,
4581,541,,AMS,L,14,,1,,
4582,541,,AMS,L,14.5,,1,,
4583,541,,AMS,L,15,,1,,
4584,541,,AMS,L,16,,1,,
4585,541,,AMS,L,17.5,,1,,
4586,541,,AMS,L,14,,1,,
4587,541,,AMS,L,13.5,,1,,
4588,541,,AMS,L,17,,1,,
4589,541,,AMS,L,17.5,,1,,
4590,541,,AMS,L,17,,1,,
4591,541,,AMS,L,16,,1,,
4592,541,,AMS,L,21,,1,,
4593,541,,AMS,L,20,,1,,
4594,541,,TFS,L,6,,1,,
4595,541,,TFS,L,7,,1,,
4596,541,,TFS,L,8,,1,,
4597,541,,TFS,L,8.5,,1,,
4598,541,,TFS,L,9,,1,,
4599,541,,TFS,L,6,,1,,
4600,541,,TFS,L,8.5,,1,,
4601,541,,TFS,L,9,,1,,
4602,541,,TFS,L,7,,1,,
4603,541,,TFS,L,9,,1,,
4604,541,,TFS,L,11.5,,1,,
4605,541,,TFS,L,11,,1,,
4606,541,,TFS,L,11.5,,1,,
4607,541,,TFS,L,10,,1,,
4608,541,,TFS,L,10.5,,1,,
4609,541,,TFS,L,13,,1,,
4610,541,,TFS,L,10,,1,,
4611,541,,TFS,L,11.5,,1,,
4612,541,,TFS,L,11.5,,1,,
4613,541,,TFS,L,16,,1,,
4614,541,,TFS,L,13,,1,,
4615,541,,TFS,L,13,,1,,
4616,541,,TFS,L,12.5,,1,,
4617,541,,TFS,L,12,,1,,
4618,541,,TFS,L,14,,1,,
4619,541,,TFS,L,15.5,,1,,
4620,541,,TFS,L,12,,1,,
4621,541,,TFS,L,15,,1,,
4622,541,,TFS,L,15.5,,1,,
4623,541,,TFS,L,16.5,,1,,
4624,541,,TFS,L,,,192,,
4625,542,,None,,,,,,
4626,,,AMS,L,11.5,,1,,
4627,,,AMS,L,12,,1,,
4628,,,TFS,L,6,,1,,
4629,,,TFS,L,6.5,,1,,
4630,,,TFS,L,8,,1,,
4631,,,TFS,L,7.5,,1,,
4632,,,TFS,L,9,,1,,
4633,,,TFS,L,10,,1,,
4634,,,TFS,L,9,,1,,
4635,,,TFS,L,8,,1,,
4636,,,TFS,L,4.5,,1,,
4637,,,TFS,L,5.5,,1,,
4638,,,TFS,L,10,,1,,
4639,,,TFS,L,11,,1,,
4640,,,TFS,L,10.5,,1,,
4641,,,TFS,L,11,,1,,
4642,,,TFS,L,11,,1,,
4643,,,TFS,L,12.5,,1,,
4644,,,TFS,L,14,,1,,
4645,,,TFS,L,13,,1,,
4646,,,TFS,L,13,,1,,
4647,,,TFS,L,13.5,,1,,
4648,,,TFS,L,13.5,,1,,
4649,,,TFS,L,10.5,,1,,
4650,,,TFS,L,10.5,,1,,
4651,,,TFS,L,15.5,,1,,
4652,,,TFS,L,16,,1,,
4653,,,TFS,L,16.5,,1,,
4654,,,TFS,L,15.5,,1,,
4655,,,TFS,L,16.5,,1,,
4656,,,TFS,L,,,25,,
4657,543,,AMS,L,11.5,,1,,
4658,543,,AMS,L,12,,1,,
4659,543,,TFS,L,6,,1,,
4660,543,,TFS,L,6.5,,1,,
4661,543,,TFS,L,8,,1,,
4662,543,,TFS,L,7.5,,1,,
4663,543,,TFS,L,9,,1,,
4664,543,,TFS,L,10,,1,,
4665,543,,TFS,L,9,,1,,
4666,543,,TFS,L,8,,1,,
4667,543,,TFS,L,4.5,,1,,
4668,543,,TFS,L,5.5,,1,,
4669,543,,TFS,L,10,,1,,
4670,543,,TFS,L,11,,1,,
4671,543,,TFS,L,10.5,,1,,
4672,543,,TFS,L,11,,1,,
4673,543,,TFS,L,11,,1,,
4674,543,,TFS,L,12.5,,1,,
4675,543,,TFS,L,14,,1,,
4676,543,,TFS,L,13,,1,,
4677,543,,TFS,L,13,,1,,
4678,543,,TFS,L,13.5,,1,,
4679,543,,TFS,L,13.5,,1,,
4681,543,,TFS,L,10.5,,1,,
4682,543,,TFS,L,10.5,,1,,
4683,543,,TFS,L,15.5,,1,,
4684,543,,TFS,L,16,,1,,
4685,543,,TFS,L,16.5,,1,,
4686,543,,TFS,L,15.5,,1,,
4687,543,,TFS,L,16.5,,1,,
4688,543,,TFS,L,,,25,mainly preflex,
4689,544,,None,,,,,,
4690,545,,None,,,,,,
4691,,,AMS,L,10.5,,1,,
4692,,,AMS,L,8.5,,1,,
4693,,,AMS,L,12.5,,1,,
4694,,,AMS,L,13,,1,,
4695,,,AMS,L,13,,1,,
4696,,,AMS,L,12.5,,1,,
4697,,,AMS,L,13,,1,,
4698,,,AMS,L,13.5,,1,,
4699,,,AMS,L,14.5,,1,,
4700,,,AMS,L,13.5,,1,,
4701,,,AMS,L,14,,1,,
4702,,,AMS,L,15,,1,,
4703,,,AMS,L,17,,1,,
4704,,,TFS,L,5.5,,1,,
4705,,,TFS,L,6.5,,1,,
4706,,,TFS,L,6,,1,,
4707,,,TFS,L,9,,1,,
4708,,,TFS,L,7,,1,,
4709,,,TFS,L,7,,1,,
4710,,,TFS,L,9,,1,,
4711,,,TFS,L,9,,1,,
4712,,,TFS,L,9.5,,1,,
4713,,,TFS,L,7.5,,1,,
4714,,,TFS,L,10.5,,1,,
4715,,,TFS,L,10,,1,,
4716,,,TFS,L,12.5,,1,,
4717,,,TFS,L,11,,1,,
4718,,,TFS,L,13,,1,,
4719,,,TFS,L,15,,1,,
4720,,,TFS,L,12.5,,1,,
4721,,,TFS,L,13.5,,1,,
4722,,,TFS,L,15,,1,,
4723,,,TFS,L,14,,1,,
4724,,,TFS,L,13,,1,,
4725,,,TFS,L,12,,1,,
4726,,,TFS,L,14,,1,,
4727,,,TFS,L,12.5,,1,,
4728,,,TFS,L,13,,1,,
4729,,,TFS,L,18.5,,1,,
4730,,,TFS,L,12,,1,,
4731,,,TFS,L,19,,1,,
4732,,,TFS,L,17.5,,1,,
4733,,,TFS,,,,,,
4734,546,,AMS,L,10.5,,1,,
4735,546,,AMS,L,8.5,,1,,
4736,546,,AMS,L,12.5,,1,,
4737,546,,AMS,L,13,,1,,
4738,546,,AMS,L,13,,1,,
4739,546,,AMS,L,12.5,,1,,
4740,546,,AMS,L,13,,1,,
4741,546,,AMS,L,13.5,,1,,
4742,546,,AMS,L,14.5,,1,,
4743,546,,AMS,L,13.5,,1,,
