PhysicalDataID,Station Code,Recorder,Field Check,Crew,Date,YSI #,Time,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,LightData,DriftData,LarvalData,ZoopsData,50_ZoopsData,ChlData,PhytoData,NutrData,EnteredBy,QA/QC'dBy,StartMeter,EndMeter,MeterSetTime,Comments,DataCorrectionComments
1083,LIS,,FALSE,"NI, OP, AT, JA",6/30/2015,,11:09,CLR,,,24.8,0.22,301,302,7.94,6.89,57.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,opatton,rfichman,,,,,
1082,LIS,,FALSE,"JA, OP",6/15/2015,,10:43,CLR,,,22.6,0.18,309,323,8.17,6.39,83.80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,opatton,rfichman,,,,,
1081,SHR,,FALSE,"OP, BM, AT, AP",6/16/2015,,8:06,CLR,,,23.65,2,129,133,8.07,8.02,3.90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,opatton,rfichman,,,,,
1080,STTD,,FALSE,"NI, JA, OP, AT",6/17/2015,,8:45,CLD,,,22.19,0.22,221,233,8.46,8.46,60.60,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,opatton,rfichman,,,,,
1079,STTD,,FALSE,"op, ja, at, ni",6/3/2015,,8:30,CLR,,,20.84,0.18,231,251,8.15,7.65,72.20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,opatton,rfichman,,,,,
1078,SHR,,FALSE,"JA, NI, AT, AP",6/2/2015,,10:18,CLR,,,21.37,1.2,126,135,8.14,8.35,7.50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,opatton,rfichman,,,,,
1077,LIS,,FALSE,"JA, OP, AT, NI",6/3/2015,,11:16,CLR,,,21.44,0.17,481,516,8.28,6.9,72.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,opatton,rfichman,,,,,
1076,SHR,,FALSE,"MO, JA, BM",5/19/2015,,8:55,CLD,,,18.64,0.2,114,130,8,8.81,7.70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,mogaz,jagundes,,,,,
1075,LIS,,FALSE,"BM, OP, MO",5/18/2015,,14:34,CLR,,,19.6,0.15,414,462,8.29,7.94,141.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,,
1074,STTD,,FALSE,"MO, OP, BM",5/18/2015,,9:26,CLD,,,17.6,0.15,255,297,8.22,8.24,90.10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,opatton,jagundes,,,,,
1072,LIS,,FALSE,"NI, BM, MO, JA",4/30/2015,,11:11,CLR,,,20.66,0.22,598,652,8.42,7.68,51.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,rfichman,,,,,
1071,STTD,,FALSE,"BM, MO, JA, NI",4/30/2015,,8:16,CLR,,,20.3,0.19,663,,8.25,6.08,64.50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,opatton,mogaz,,,,SpCnd-728,
1070,SHR,,FALSE,"OP, MO, NI",4/29/2015,,8:24,CLR,,,20.95,1.2,130,,7.93,8.35,7.80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,opatton,mogaz,,,,SpCnd- 141,
1068,LIS,,FALSE,"MO, NI, JF",4/2/2015,,12:09,CLR,,,16.7,0.13,667,793,8.19,8.64,79.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,rfichman,,,,"chloro sample, windy",
1067,LIS,,FALSE,JF,3/16/2015,,13:09,CLD,,,18.0,0.25,862,977,7.74,7.07,53.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,rfichman,,,,,
1066,LIS,,FALSE,"JF, MO, BM",3/4/2015,,12:42,CLR,,,14.5,,731,914,8.2,9.1,55.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,,
1065,LIS,,FALSE,"JA, MO, BM",2/17/2015,,11:08,CLR,,,15.6,0.23,465,,8.03,9.17,59.80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,,
1064,LIS,,FALSE,"MO, BM, OP",2/4/2015,,12:15,CLD,,,12.9,0.25,663,,9.19,8.62,52.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,rfichman,,,,,
1063,LIS,,FALSE,"JF, OP",1/22/2015,,11:00,CLD,,,10.8,0.28,594,,8.64,8.51,45.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,nutrient sample,
1062,LIS,,FALSE,"AM, NI, MO",1/16/2015,,10:23,CLD,,,10.6,0.26,548,,7.82,8.91,39.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,rfichman,,,,,
1061,LIS,,FALSE,"MO, AM",1/8/2015,,13:56,CLD,,,8.5,0.22,425,,8.76,9.05,54.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,steve's sample & chloro/nutrient analysis collection,
1060,LIS,,FALSE,"JF, MO, OP, AM",12/30/2014,,13:55,CLR,,,7.4,0.12,310,,8.56,10.7,126.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,ashakya,,,,windy! Yikes- LIS platform under water. Flood tide,
1059,LIS,,FALSE,"OP, NI, MO",12/18/2014,,12:53,CLD,,,11.4,0.08,278,,8.19,7.82,264.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,ashakya,,,,flood tide,
1058,LIS,,FALSE,"JF, MO",12/2/2014,,11:07,RAN,,,12.8,,447,,8.02,7.24,53.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,mogaz,ashakya,,,,water hyacinth- entire channel,
1057,LIS,,FALSE,"MO, NI, AM",11/19/2014,,9:39,CLD,,,12.7,0.27,428,,7.88,7.65,35.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,ashakya,,,,,
1056,STTD,,FALSE,"BM, MO, JF, JA",4/16/2015,,8:40,CLR,,,16.53,0.2,696,,8.41,8.32,73.80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,mogaz,mogaz,,,,SPCND: 830,
1055,LIS,,FALSE,"JA, JF, BM, MO",4/16/2015,,11:01,CLR,,,16.2,0.16,616,739,8.38,8.5,81.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,rfichman,,,,,
1054,SHR,,FALSE,"MO, OP, NI",4/17/2015,,9:15,CLR,,,17.52,2.19,165,,8.17,9.51,5.70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,mogaz,mogaz,,,,SPCND: 193,
1053,LIS,,FALSE,"JF, JA",4/9/2015,,11:00,CLR,,,15.3,0.28,652,800,8.28,8.62,45.60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,mogaz,rfichman,,,,,
1052,RCS,,FALSE,"AM, MO, JF",8/6/2014,,9:38,CLR,,,24.9,0.22,672,,7.62,2.12,46.10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1051,RVB,,FALSE,"OP, NI",10/23/2014,,12:45,CLD,,1,19.3,1.4,221,,6.55,7.81,9.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1050,SRV,,FALSE,"OP, NI",10/23/2014,,12:10,CLD,,1,19.0,,143,,6.38,7.74,3.40,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1048,RYI,,FALSE,"OP, NI",10/23/2014,,11:40,CLD,,1,18.9,0.2,186,,6.65,8.08,5.90,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1047,LIB,,FALSE,"OP, NI",10/23/2014,,11:08,CLD,,1,18.6,1.29,187,,6.74,8.35,5.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1046,BL5,,FALSE,"OP, NI",10/23/2014,,10:40,CLD,,1,18.0,0.49,199,,6.84,8.65,20.40,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1045,LIS,,FALSE,"OP, MO, NI",10/21/2014,,11:39,CLR,,,18.7,,260,,8.02,6.24,65.10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,sampled below the fyke due to hyacinth,
1044,I80,,FALSE,"OP, MO, NI",10/21/2014,,10:45,CLR,,,17.8,,542,,8.16,7.54,29.80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1043,RD22,,FALSE,"OP, NI, MO",10/21/2014,,9:55,CLR,,,17.3,,568,,7.77,5.64,12.30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1042,RCS,,FALSE,"MO, OP, NI",10/21/2014,,9:12,CLD,,,17.6,,493,,7.72,5.86,37.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1041,RCS,,FALSE,"BM, MO",10/8/2014,,9:15,CLR,,,20.7,0.2,533,,6.75,7.52,21.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 580,
1040,RD22,,FALSE,"MO, BM",10/8/2014,,10:12,CLR,,,20.7,0.35,597,,6.65,5.03,17.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1039,I80,,FALSE,"BM, MO",10/8/2014,,11:30,CLR,,,21.0,0.2,618,,7.06,6.16,24.60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1038,LIB,,FALSE,"MO, NI, OP",10/7/2014,,11:02,CLR,,,21.2,1.12,194,,6.64,9.32,5.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1037,SRV,,FALSE,"MO, NI, OP",10/7/2014,,12:03,CLR,,,21.2,1.6,158,,6.62,9.14,3.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1036,RCS,,FALSE,"AM, JF",9/25/2014,,9:23,CLD,,1,22.2,0.31,548,,7.32,6.8,32.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 578,
1035,RD22,,FALSE,"AM, JF",9/25/2014,,10:23,CLD,,1,21.7,0.33,609,,7.2,7.18,22.80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1034,I80,,FALSE,"AM, JF",9/25/2014,,11:22,CLD,,1,21.4,0.2,738,,7.3,5.28,36.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1033,LIS,,FALSE,"AM, JF",9/25/2014,,12:15,CLD,,1,22.3,0.25,953,,7.79,9.87,39.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,"too much hyacinth, sampled d/s from LIS near the fyke",
1032,BL5,,FALSE,"AM, NI, BM",9/24/2014,,10:46,CLR,,1,20.3,0.3,218,,8.24,9.11,29.90,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1031,LIB,,FALSE,"AM, BM, NI",9/24/2014,,11:31,CLR,,,21.2,0.8,205,,7.89,8.96,10.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1030,RYI,,FALSE,"AM, BM, NI",9/24/2014,,12:15,CLR,,1,21.6,1.1,205,,7.7,8.38,6.70,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1029,SRV,,FALSE,"BM, AM, NI",9/24/2014,,12:57,CLR,,,22.7,2.3,188,,7.44,7.93,3.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1027,RVB,,FALSE,"BM, AM, NI",9/24/2014,,13:37,CLR,,2,22.2,1.2,208,,7.63,8.4,6.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1026,RCS,,FALSE,"BM, JF",9/11/2014,,14:10,CLR,,,22.4,0.21,555,,7.93,8.16,41.60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 585,
1025,RD22,,FALSE,"JF, BM",9/11/2014,,13:10,CLR,,,22.8,0.38,582,,7.48,4.41,19.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 608,
1024,I80,,FALSE,"BM, JF",9/11/2014,,12:23,CLR,,,22.6,0.21,661,,7.59,7.33,56.30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 694,
1023,LIB,,FALSE,"JF, MO, PG",9/10/2014,,10:47,CLR,,3,20.9,0.8,192,,7.44,7.83,10.53,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 208,
1022,SRV,,FALSE,"JF, MO, PG",8/10/2014,,12:10,CLR,,1,22.8,0.47,203,,7.26,7.6,6.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 212,
1021,SRV,,FALSE,"JF, MO, PG",9/10/2014,,12:10,CLR,,1,22.8,0.47,203,,7.26,7.6,6.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1020,RCS,,FALSE,"JF, MO",8/28/2014,,9:28,CLR,,,24.0,0.31,561,,7.56,5.04,29.40,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 573,
1019,RD22,,FALSE,"JF, MO",8/28/2014,,11:32,CLR,,,23.9,,812,,8.03,9.19,18.60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 830,
1018,I80,,FALSE,"JF, MO",8/28/2014,,13:40,CLR,,,22.9,0.16,1037,,7.98,4.99,64.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 1079,
1017,LIS,,FALSE,"JF, MO",8/28/2014,,14:28,CLR,,,23.6,0.18,327,,7.95,7.14,42.50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,SPCND: 335,
1015,BL5,,FALSE,"AM, NI, BM",8/27/2014,,11:10,CLR,,2,20.6,0.3,183,,7.82,9.83,22.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1014,LIB,,FALSE,"AM, BM, NI",8/27/2014,,11:47,CLR,,2,21.4,0.98,176,,7.45,9.33,7.72,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1013,RYI,,FALSE,"AM, NI, BM",8/27/2014,,12:36,CLR,,2,21.7,1.1,175,,7.4,8.93,7.08,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1012,SRV,,FALSE,"AM, NI, BM",8/27/2014,,13:04,CLR,,1,23.7,1.99,170,,7.23,8.46,3.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1011,RVB,,FALSE,"AM, BM, NI",8/27/2014,,13:42,CLR,,,22.7,1.2,175,,7.42,8.9,5.38,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1010,RCS,,FALSE,"MO, JF",8/20/2014,,10:06,CLR,,,24.6,0.23,601,,7.76,4.96,38.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1009,RD22,,FALSE,"JF, MO",8/20/2014,,11:02,CLR,,,23.3,0.35,660,,7.97,7.44,22.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1008,I80,,FALSE,"JF, MO",8/20/2014,,11:51,CLR,,,22.1,0.13,1029,,7.73,3.12,70.20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1005,LIB,,FALSE,"NI, AM, MO",8/21/2014,,11:20,CLR,,2,21.1,0.7,175,,7.6,8.93,10.80,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1004,SRV,,FALSE,"AM, NI, MO",8/21/2014,,12:36,CLR,,1,23.7,0.28,165,,7.22,8.2,3.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
1001,RD22,,FALSE,"MO, AM, JF",8/6/2014,,11:10,CLR,,,24.1,0.4,692,,7.57,3.97,18.50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
1000,I80,,FALSE,"MO, MA, JF",8/6/2014,,12:00,CLR,,,23.0,0.15,1036,,7.86,3.96,66.10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
999,LIS,,FALSE,"AM, MO, JF",8/6/2014,,12:52,CLR,,,24.6,0.18,264,,7.79,7.76,72.80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mogaz,,,,,,
998,KNA,,FALSE,"AM, JF, MO",8/6/2014,,10:34,CLR,,,24.0,,656,,7.78,9.15,4.56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
997,BL5,,FALSE,"AM, MO, NI",8/5/2014,,12:05,CLD,,3,21.1,0.47,165,,7.6,10.32,19.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
996,LIB,,FALSE,"AM, MO, NI",8/5/2014,,12:50,CLD,,2,23.4,1.1,156,,7.39,9.05,6.58,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
995,RYI,,FALSE,"AM, NI, MO",8/5/2014,,13:41,CLD,,3,23.5,1.1,158,,7.51,8.85,6.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
994,SRV,,FALSE,"AM, NI, MO",8/5/2014,,14:25,CLD,,,24.2,1.28,156,,7.42,8.9,5.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
993,RVB,,FALSE,"AM, MO NI",8/5/2014,,15:12,CLD,,,23.6,0.9,169,,7.33,9.23,9.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
991,RVB,,FALSE,"AM, NI",10/27/2014,,12:10,CLD,,0,18.44,1.1,224,,6.7,8.95,8.64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
990,SRV,,FALSE,"AM, NI",10/27/2014,,11:58,CLR,,1,18.0,1.6,161,,6.61,8.91,5.21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
989,RYI,,FALSE,"AM, NI",10/27/2014,,11:44,CLR,,1,18.25,1.5,182,,6.71,9.06,6.39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
988,LIB,,FALSE,"AM, NI",10/27/2014,,11:26,CLR,,1,18.09,1.5,177,,6.65,9.25,4.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
987,BL5,,FALSE,"AM, NI",10/27/2014,,11:10,CLR,,0,17.39,0.6,186,,6.76,9.93,16.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
986,DWT,,FALSE,"OP, JF",10/27/2014,,11:07,CLR,,,13.5,0.13,1423,,8.14,3.14,123.67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1823,
985,I80,,FALSE,"JF, OP",10/27/2014,,11:02,CLR,,,16.27,0.37,563,,8.07,7.61,22.43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 675,
984,RD22,,FALSE,"OP, JF",10/27/2014,,10:00,CLR,,,16.12,,565,,8.2,7.22,11.57,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 680,
983,WWT,,FALSE,"OP, JF",10/27/2014,,9:47,CLR,,,16.47,,1458,,8.21,9.34,4.47,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1742,
982,RCS,,FALSE,"OP, JF",10/27/2014,,9:20,CLD,,,16.48,0.27,480,,7.92,7.6,40.40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 574,
981,RCS,,FALSE,"MO, AM",10/23/2014,,10:56,CLD,,,17.53,0.24,494,,8.53,6.25,25.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 576,
980,WWT,,FALSE,"MO, AM",10/23/2014,,10:28,CLD,,,18.5,,1534,,8.28,9.62,7.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1752,
979,RD22,,FALSE,"MO, AM",10/23/2014,,10:09,CLD,,,17.17,0.3,532,,8.03,5.68,10.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 625,
978,DWT,,FALSE,"MO, AM",10/23/2014,,12:23,CLD,,,16.86,0.16,1534,,8.23,3.74,65.90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1816,
977,I80,,FALSE,"MO, AM",10/23/2014,,9:40,CLD,,,17.32,0.28,546,,7.85,6.82,32.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 640,
976,I80,,FALSE,"AM, JF",10/13/2014,,11:50,CLR,,,19.14,0.28,601,,8.03,7.83,27.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
975,DWT,,FALSE,"AM, JF",10/13/2014,,11:13,CLR,,,16.46,0.18,1669,,8.2,3.35,53.90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1995,
974,RD22,,FALSE,"AM, JF",10/13/2014,,10:31,CLR,,,18.93,0.47,599,,8.05,6.59,15.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 678,
973,RCS,,FALSE,"AM, JF",10/13/2014,,9:46,CLR,,,19.5,0.35,553,,7.95,6.93,29.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 618,
972,RVB,,FALSE,"MO, NI",10/13/2014,,11:54,CLR,,1,20.61,0.06,608,,6.85,8.2,17.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
971,SRV,,FALSE,"MO, NI",10/13/2014,,11:39,CLR,,1,20.62,0.09,330,,6.72,7.12,7.64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
970,RYI,,FALSE,"MO, NI",10/13/2014,,11:19,CLR,,1,20.62,1.1,223,,6.58,7.09,7.47,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
969,LIB,,FALSE,"MO, NI",10/13/2014,,10:58,CLR,,1,20.52,1.1,198,,6.53,7.18,6.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
968,BL5,,FALSE,"MO, NI",10/13/2014,,10:42,CLR,,1,20.19,0.9,197,,6.49,8.51,9.63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
967,I80,,FALSE,"JF, AM",10/7/2014,,10:28,CLR,,,20.42,0.35,618,,8.03,6.1,24.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,"SPCND: 421; hyacinth across channel, very dense",
966,DWT,,FALSE,"JF, AM",10/7/2014,,10:08,CLR,,,18.68,0.1,1764,,8.18,4.54,160.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
965,RD22,,FALSE,"JF, AM",10/7/2014,,9:31,CLR,,,20.55,0.4,583,,7.93,5.01,17.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 637,
964,WWT,,FALSE,"JF, AM",10/7/2014,,9:14,CLR,,,20.29,,1618,,8.07,7.1,7.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 1770,
963,RCS,,FALSE,"JF, AM",10/7/2014,,8:43,CLR,,,20.55,0.29,541,,8.01,7.61,29.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 591,
962,RVB,,FALSE,"OP, NI",10/2/2014,,12:24,CLR,,1,20.84,1.18,301,,6.99,9.13,11.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
961,SRV,,FALSE,"OP, NI",10/2/2014,,12:07,CLR,,1,20.92,1.2,204,,6.79,8.77,5.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
960,RYI,,FALSE,"OP, NI",10/2/2014,,11:49,CLR,,1,20.87,1.15,184,,6.63,8.77,7.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
959,LIB,,FALSE,"OP, NI",10/2/2014,,11:35,CLR,,2,20.7,1.1,181,,6.59,8.68,9.99,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
958,BL5,,FALSE,"OP, NI",10/2/2014,,11:22,CLR,,1,20.01,0.5,195,,6.8,9.91,15.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,,
957,I80,,FALSE,"JF, BM",10/2/2014,,12:06,CLR,,,19.36,0.3,646,,8.06,7.55,54.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,mogaz,,,,,SPCND: 922,
