"","event_id","Datetime","PhysicalDataID","Station","ConditionCode","MeterSetTime","FlowMeterSpeed","FlowMeterStart","FlowMeterEnd","TowLocation","SampleVolume","SamplingAltered","LarvalDataID","FieldComments","LarvalCatchID","LabComments","comment_extra","Flag_SAMP","Comment_SAMP","Flag_LAB","Comment_LAB"
"287","STTD_2010-02-17 09:37:00",2010-02-17 09:37:00,295,"STTD",1,5,"Regular",174390,184894,"Center",NA,NA,221,NA,NA,NA,"","0","","0",""
"288","SHR_2010-02-17 11:18:00",2010-02-17 11:18:00,294,"SHR",1,10,"Regular",184892,187703,"Center",NA,NA,220,NA,2737,NA,"","0","","0",""
"289","SHR_2010-02-24 08:54:00",2010-02-24 08:54:00,296,"SHR",1,10,"Regular",187704,190837,"Center",NA,NA,222,NA,NA,NA,"","0","","0",""
"290","SHR_2010-03-03 09:07:00",2010-03-03 09:07:00,298,"SHR",1,10,"Regular",190826,195630,"Center",NA,NA,223,NA,2739,NA,"","0","","0",""
"291","STTD_2010-03-03 11:04:00",2010-03-03 11:04:00,299,"STTD",1,5,"Regular",195650,202154,"Center",NA,NA,224,NA,2740,NA,"","0","","0",""
"292","SHR_2010-03-17 09:21:00",2010-03-17 09:21:00,301,"SHR",1,10,"Regular",202337,204797,"Center",NA,NA,226,NA,2742,"PREFLEX","","0","","",""
"293","STTD_2010-03-17 11:49:00",2010-03-17 11:49:00,300,"STTD",1,10,"Regular",204829,216563,"Center",NA,NA,225,NA,2741,NA,"","0","","0",""
"294","SHR_2010-03-30 09:17:00",2010-03-30 09:17:00,303,"SHR",1,10,"Regular",216569,216592,"Center",NA,NA,228,NA,2747,NA,"","0","","0",""
"295","STTD_2010-03-30 11:30:00",2010-03-30 11:30:00,302,"STTD",1,10,"Regular",216602,223675,"Center",NA,NA,227,NA,2748,NA,"","0","","0",""
"296","SHR_2010-04-12 10:15:00",2010-04-12 10:15:00,305,"SHR",1,10,"Regular",223899,225431,"Center",NA,NA,230,NA,2749,NA,"","0","","0",""
"297","STTD_2010-04-12 12:17:00",2010-04-12 12:17:00,304,"STTD",1,10,"Regular",225472,233144,"Center",NA,NA,229,NA,2750,NA,"","0","","0",""
"298","SHR_2010-04-28 09:12:00",2010-04-28 09:12:00,307,"SHR",1,10,"Low",231175,233398,"Center",NA,NA,232,NA,NA,NA,"","0","","0",""
"299","STTD_2010-04-28 11:00:00",2010-04-28 11:00:00,306,"STTD",1,5,"Low",227762,231171,"Center",NA,NA,231,NA,2778,NA,"NA 1 NA**NA 1 22 pre- 12 post=34 to sac. Pigment similar to two species: Crassitus auratus and Pimephales promelas","0","","0",""
"300","SHR_2010-05-13 09:08:00",2010-05-13 09:08:00,308,"SHR",1,10,"Low",225135,226912,"Center",NA,NA,233,NA,2781,"not measured(embryos)","NA 1 not measured(embryos)**NA 1 not measured (eggs); some still inside egg shell. Others coiled around yolk. No shell. Eggs damaged. 1 yolk vialed with eggs","0","","",""
"301","STTD_2010-05-13 11:05:00",2010-05-13 11:05:00,309,"STTD",1,10,"Low",219514,225035,"Center",NA,NA,234,NA,2786,NA,"","0","","0",""
"302","STTD_2010-05-27 09:36:00",2010-05-27 09:36:00,311,"STTD",1,10,"Low",215924,219485,"Center",NA,NA,236,NA,NA,NA,"","0","","0",""
"303","SHR_2010-05-27 11:30:00",2010-05-27 11:30:00,310,"SHR",1,10,"Low",214200,215902,"Center",NA,NA,235,NA,2783,"not measured(embryo)","NA 1 not measured(embryo)**NA 1 not measured(eggs); still coiled; damaged;likely M. saxatilis","0","","",""
"304","STTD_2010-06-08 09:45:00",2010-06-08 09:45:00,312,"STTD",1,10,"Low",210567,214174,"Center",NA,NA,237,NA,2826,"preflex-damaged","NA 1 preflex-damaged**NA 1 flex**NA 1 preflex; no head**NA 1 preflex**NA 1 preflex; 30 already measured**NA 1 Percidae; 23 pre/15past. Could be Percina macrolepida. But a bit damaged to make proper call. Left at family","0","","",""
"305","SHR_2010-06-08 12:21:00",2010-06-08 12:21:00,313,"SHR",1,10,"Low",207608,210546,"Center",NA,NA,238,NA,2825,"not measured (eggs)","","0","","",""
"306","SHR_2011-01-12 09:15:00",2011-01-12 09:15:00,445,"SHR",1,10,"Regular",207680,209914,"Center",NA,NA,331,NA,2864,NA,"","0","","0",""
"307","STTD_2011-01-12 11:15:00",2011-01-12 11:15:00,446,"STTD",1,10,"Regular",209918,218182,"Center",NA,NA,332,NA,2865,NA,"","0","","0",""
"308","SHR_2011-01-26 10:04:00",2011-01-26 10:04:00,448,"SHR",1,10,"Regular",218188,221475,"Center",NA,NA,334,NA,2866,NA,"","0","","0",""
"309","STTD_2011-01-26 11:35:00",2011-01-26 11:35:00,447,"STTD",1,10,"Regular",227147,230883,"Center",NA,NA,333,NA,2867,NA,"","0","","0",""
"310","SHR_2011-02-09 08:45:00",2011-02-09 08:45:00,449,"SHR",1,10,"Regular",230906,233332,"Center",NA,NA,335,NA,2868,NA,"","0","","0",""
"311","STTD_2011-02-09 10:35:00",2011-02-09 10:35:00,450,"STTD",1,10,"Regular",233333,241694,"Center",NA,NA,336,NA,2869,NA,"NA 1 NA**NA 1 preflex**NA 1 preflex; 30 already measured","0","","0",""
"312","SHR_2011-02-23 08:45:00",2011-02-23 08:45:00,451,"SHR",1,10,"Regular",241713,245395,"Center",NA,NA,337,NA,2931,NA,"","0","","0",""
"313","STTD_2011-02-23 10:25:00",2011-02-23 10:25:00,452,"STTD",1,10,"Regular",245383,256699,"Center",NA,NA,338,NA,2900,"preflex","NA 1 preflex**NA 1 30 already measured; preflex","0","","",""
"314","SHR_2011-03-09 08:38:00",2011-03-09 08:38:00,454,"SHR",1,10,"Regular",257049,262726,"Center",NA,NA,340,NA,2933,NA,"","0","","0",""
"315","STTD_2011-03-09 10:15:00",2011-03-09 10:15:00,453,"STTD",1,10,"Regular",262736,276287,"Center",NA,NA,339,NA,2932,NA,"","0","","0",""
"316","SHR_2011-03-29 10:15:00",2011-03-29 10:15:00,456,"SHR",1,5,"Regular",276401,282192,"Center",NA,NA,342,NA,2937,"preflex","","0","","",""
"317","STTD_2011-03-29 12:13:00",2011-03-29 12:13:00,455,"STTD",1,5,"Regular",283156,287556,"Center",NA,NA,341,NA,2934,"preflex","","0","","",""
"318","SHR_2011-04-06 09:34:00",2011-04-06 09:34:00,457,"SHR",1,10,"Regular",287727,298855,"Center",NA,NA,343,NA,2938,NA,"","0","","0",""
"319","STTD_2011-04-06 12:51:00",2011-04-06 12:51:00,458,"STTD",1,10,"Regular",298855,306585,"Center",NA,NA,344,NA,2939,NA,"","0","","0",""
"320","SHR_2011-04-13 09:33:00",2011-04-13 09:33:00,459,"SHR",1,10,"Regular",139463,144444,"Center",NA,NA,345,NA,2940,NA,"","0","","0",""
"321","STTD_2011-04-13 12:23:00",2011-04-13 12:23:00,460,"STTD",1,5,"Regular",144878,147681,"Center",NA,NA,346,NA,2946,"preflex","NA 1 preflex**NA 1 not measured (head only)**NA 1 NA**NA 1 30 already measured","0","","",""
"322","SHR_2011-04-22 08:40:00",2011-04-22 08:40:00,461,"SHR",1,10,"Regular",55,7104,"Center",NA,NA,347,NA,2993,"not measured (eggs); unknown eggs identified as Actinopterigii throughout project; yolk only likely Moronidae","NA 1 not measured (eggs); unknown eggs identified as Actinopterigii throughout project; yolk only likely Moronidae**NA 1 not measured (eggs)**NA 1 not measured (eggs); damaged","0","","",""
"323","STTD_2011-04-22 10:46:00",2011-04-22 10:46:00,462,"STTD",1,10,"Regular",13313,26354,"Center",NA,NA,348,NA,2998,"flex","NA 1 flex**NA 1 preflex","0","","",""
"324","SHR_2011-05-04 08:47:00",2011-05-04 08:47:00,464,"SHR",1,10,"Regular",26415,33227,"Center",NA,NA,350,NA,3015,"not measured (eggs); Actinopterygii; all unknown eggs identified as Actinopterigii throughout project; damaged, possibly Moronidae","NA 1 not measured (eggs); Actinopterygii; all unknown eggs identified as Actinopterigii throughout project; damaged, possibly Moronidae**NA 1 NA**NA 1 not measured (eggs)","0","","",""
"325","STTD_2011-05-04 10:44:00",2011-05-04 10:44:00,463,"STTD",1,10,"Regular",33396,42934,"Center",NA,NA,349,NA,3012,"preflex","NA 1 preflex**NA 1 flex","0","","",""
"326","SHR_2011-05-19 08:40:00",2011-05-19 08:40:00,465,"SHR",1,10,"Regular",43275,49545,"Center",NA,NA,351,NA,3021,"not measured (eggs); Actinopterygii; all unknown eggs identified as Actinopterigii throughout project","NA 1 not measured (eggs); Actinopterygii; all unknown eggs identified as Actinopterigii throughout project**NA 1 flex; photographed","0","","",""
"327","STTD_2011-05-19 10:33:00",2011-05-19 10:33:00,466,"STTD",1,10,"Regular",49924,56914,"Center",NA,NA,352,NA,3023,"not measured (eggs)","NA 1 not measured (eggs)**NA 1 pre juvenile","0","","",""
"328","SHR_2011-06-01 08:27:00",2011-06-01 08:27:00,467,"SHR",1,10,"Regular",57159,63015,"Center",NA,NA,353,NA,3031,"not measured (eggs): all unknown eggs identified as Actinopterygii throughout project","NA 1 not measured (eggs): all unknown eggs identified as Actinopterygii throughout project**NA 1 Cyprinidae moderate long gut (1/2 length); 34 myomeres (19 pre- 14 post); pigment ventrally on gut (2 rows) some laterally and posterally. Possibly Cyprinella lutrensis due to low pre-myomere count**NA 1 not measured (eggs)","0","","",""
"329","STTD_2011-06-01 10:15:00",2011-06-01 10:15:00,468,"STTD",1,10,"Regular",63026,73592,"Center",NA,NA,354,NA,3034,NA,"","0","","0",""
"330","SHR_2011-06-15 08:40:00",2011-06-15 08:40:00,469,"SHR",1,10,"Regular",73563,80656,"Center",NA,NA,355,NA,3035,NA,"NA 1 NA**NA 1 damaged**NA 1 not measured (embryos)**NA 1 not measured (eggs)**NA 1 not measured (eggs) 7 eggs just the yolk; most likely Moronidae","0","","0",""
"331","STTD_2011-06-15 10:27:00",2011-06-15 10:27:00,470,"STTD",1,10,"Regular",80666,90515,"Center",NA,NA,356,NA,3044,NA,"","0","","0",""
"332","SHR_2011-06-29 08:35:00",2011-06-29 08:35:00,477,"SHR",1,10,"Regular",90789,97519,"Center",NA,NA,360,NA,3045,"not measured (eggs); all unknown eggs identified as Actinopterygii; damaged","NA 1 not measured (eggs); all unknown eggs identified as Actinopterygii; damaged**NA 1 flex**NA 1 preflex**NA 1 NA**NA 1 not measured (eggs)**NA 1 not measured (embryos)","0","","",""
"333","STTD_2011-06-29 10:21:00",2011-06-29 10:21:00,478,"STTD",1,10,"Regular",97520,104920,"Center",NA,NA,361,NA,3051,"flex","NA 1 flex**NA 1 preflex**NA 1 preflex and flex; 30 already measured**NA 1 transf","0","","",""
"334","SHR_2011-07-13 09:13:00",2011-07-13 09:13:00,473,"SHR",1,10,"Regular",105043,108159,"Center",NA,NA,359,NA,3104,NA,"","0","","0",""
"335","STTD_2011-07-13 11:00:00",2011-07-13 11:00:00,472,"STTD",1,10,"Regular",108161,115483,"Center",NA,NA,358,NA,3105,"preflex","NA 1 preflex**NA 1 flex**NA 1 preflex and flex**NA 1 30 already measured","0","","",""
"336","SHR_2011-07-26 08:20:00",2011-07-26 08:20:00,481,"SHR",NA,10,"Regular",115470,119036,"Center",NA,NA,363,NA,3163,NA,"","0","","0",""
"337","STTD_2011-07-26 10:06:00",2011-07-26 10:06:00,480,"STTD",NA,10,"Regular",119091,124330,"Center",NA,NA,362,NA,3155,"flex","NA NA flex**NA NA preflex**NA NA transf**NA NA Gobiidae; flex","0","","",""
"338","SHR_2011-08-10 08:15:00",2011-08-10 08:15:00,500,"SHR",1,10,"Regular",124352,128245,"Center",NA,NA,379,"REGULAR",3166,NA,"","","","0",""
"339","STTD_2011-08-10 09:58:00",2011-08-10 09:58:00,499,"STTD",1,10,"Regular",128309,135951,"Center",NA,NA,378,NA,3167,"preflex","NA 1 preflex**NA 1 flex**NA 1 late flex**NA 1 transfor","0","","",""
"340","SHR_2011-08-24 08:16:00",2011-08-24 08:16:00,504,"SHR",1,10,"Regular",136102,140344,"Center",NA,NA,382,NA,3176,NA,"","0","","0",""
"341","STTD_2011-08-24 10:11:00",2011-08-24 10:11:00,503,"STTD",1,10,"Regular",140375,144181,"Center",NA,NA,381,NA,3177,"flex","NA 1 flex**NA 1 preflex","0","","",""
"342","SHR_2011-09-07 08:18:00",2011-09-07 08:18:00,555,"SHR",1,10,"Regular",145000,149447,"Center",NA,NA,392,"regular flow meter (unless it's noted)",3183,NA,"","","","0",""
"343","STTD_2011-09-07 10:15:00",2011-09-07 10:15:00,554,"STTD",1,10,"Regular",154000,159753,"Center",NA,NA,391,"regular flow meter (unless it's noted)",3184,"preflex","regular flow meter (unless it's noted) 1 preflex**regular flow meter (unless it's noted) 1 flex**regular flow meter (unless it's noted) 1 late flex","","","",""
"344","SHR_2011-09-20 08:10:00",2011-09-20 08:10:00,506,"SHR",1,10,"Regular",163500,167798,"Center",NA,NA,384,"Regular flow meter speed",3200,NA,"","","","0",""
"345","STTD_2011-09-20 10:24:00",2011-09-20 10:24:00,505,"STTD",1,10,"Regular",172000,176489,"Center",NA,NA,383,"Regular flow meter speed",3201,"flex","Regular flow meter speed 1 flex**Regular flow meter speed 1 preflex","","","",""
"346","SHR_2011-10-06 08:04:00",2011-10-06 08:04:00,557,"SHR",1,10,"Regular",182000,187085,"Center",NA,NA,394,NA,3203,NA,"","0","","0",""
"347","STTD_2011-10-06 09:53:00",2011-10-06 09:53:00,556,"STTD",2,10,"Regular",192000,192308,"Center",NA,NA,393,"Near Slack Tide, Low Flow (2)",3204,NA,"","","","0",""
"348","SHR_2011-10-19 08:12:00",2011-10-19 08:12:00,559,"SHR",NA,10,"Regular",192255,196565,"Center",NA,NA,396,"Regular flow meter speed",3205,NA,"","","","0",""
"349","STTD_2011-10-19 10:30:00",2011-10-19 10:30:00,558,"STTD",1,10,"Regular",196802,205893,"Center",NA,NA,395,"Regular flow meter speed",3206,"transf","","","","",""
"350","SHR_2011-11-02 08:15:00",2011-11-02 08:15:00,560,"SHR",1,10,"Regular",206000,209441,"Center",NA,NA,397,"Regular Flow Meter",3207,NA,"","","","0",""
"351","STTD_2011-11-02 10:12:00",2011-11-02 10:12:00,561,"STTD",1,10,"Regular",213000,219771,"Center",NA,NA,398,"Regular Flow Meter",3208,NA,"","","","0",""
"352","SHR_2011-11-15 08:07:00",2011-11-15 08:07:00,562,"SHR",1,10,"Low",165,1200,"Center",NA,NA,399,"Low Speed Flow Meter Count Backwards  (Flow Meter Sticky)",3209,NA,"","","","0",""
"353","STTD_2011-11-15 10:18:00",2011-11-15 10:18:00,563,"STTD",1,10,"Low",996118,999000,"Center",NA,NA,400,"Low Speed Flow Meter Count Backwards",3210,NA,"","","","0",""
"354","SHR_2011-11-30 08:00:00",2011-11-30 08:00:00,564,"SHR",1,10,"Low",994227,996000,"Center",NA,NA,401,"Low Speed Flow Meter",3211,NA,"","","","0",""
"355","STTD_2011-11-30 09:50:00",2011-11-30 09:50:00,565,"STTD",1,10,"Low",990405,994000,"Center",NA,NA,402,"Low Speed Flow Meter  USED MOTOR / FLOODTIDE / DROVE UPSTREAM",3212,NA,"","","","0",""
"356","SHR_2011-12-14 08:27:00",2011-12-14 08:27:00,566,"SHR",1,10,"Low",988314,990000,"Center",NA,NA,403,"Low Speed Flow Meter",3213,NA,"","","","0",""
"357","STTD_2011-12-14 10:37:00",2011-12-14 10:37:00,567,"STTD",1,10,"Low",983972,988000,"Center",NA,NA,404,"Low Speed Flow Meter",3214,NA,"","","","0",""
"358","SHR_2011-12-29 08:30:00",2011-12-29 08:30:00,569,"SHR",2,10,"Low",983709,984000,"Center",NA,NA,406,"Low Speed Flow Meter  Note: Condition 2 -> Extra Boat Tied Up at SHR Dock",3216,NA,"","","","0",""
"359","STTD_2011-12-29 10:28:00",2011-12-29 10:28:00,568,"STTD",1,10,"Low",978438,983500,"Center",NA,NA,405,"Low Speed Flow Meter  Motor Used",3215,NA,"","","","0",""
"360","SHR_2012-01-11 08:20:00",2012-01-11 08:20:00,570,"SHR",1,10,"Low",977998,979000,"Center",NA,NA,407,"Low Speed Flow Meter",NA,NA,"","","","0",""
"361","STTD_2012-01-11 10:15:00",2012-01-11 10:15:00,571,"STTD",1,10,"Low",973214,977800,"Center",NA,NA,408,"Low Speed Flow Meter (StartMeter - EndMeter)",3485,NA,"","","","0",""
"362","SHR_2012-01-24 08:36:00",2012-01-24 08:36:00,573,"SHR",1,10,"Low",870285,973000,"Center",NA,NA,410,NA,3487,NA,"","0","","0",""
"363","STTD_2012-01-24 10:55:00",2012-01-24 10:55:00,572,"STTD",1,10,"Low",964324,970300,"Center",NA,NA,409,NA,3486,NA,"","0","","0",""
"364","STTD_2012-02-08 08:40:00",2012-02-08 08:40:00,575,"STTD",1,10,"Regular",964500,965016,"Center",NA,NA,412,NA,3217,"preflex","","0","","",""
"365","SHR_2012-02-08 10:52:00",2012-02-08 10:52:00,574,"SHR",1,10,"Low",962887,965000,"Center",NA,NA,411,NA,3220,"PREFLEX","","0","","",""
"366","STTD_2012-02-23 09:03:00",2012-02-23 09:03:00,578,"STTD",1,10,"Low",958189,962730,"Center",NA,NA,414,NA,3222,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX","0","","",""
"367","SHR_2012-02-23 11:20:00",2012-02-23 11:20:00,577,"SHR",1,10,"Low",957107,958400,"Center",NA,NA,413,NA,3254,"PREFLEX","","0","","",""
"368","STTD_2012-03-07 08:58:00",2012-03-07 08:58:00,580,"STTD",1,10,"Regular",956900,956998,"Center",NA,NA,416,NA,3265,"PREFLEX","","0","","",""
"369","SHR_2012-03-07 10:42:00",2012-03-07 10:42:00,579,"SHR",1,10,"Low",955705,957090,"Center",NA,NA,415,NA,3488,NA,"","0","","0",""
"370","SHR_2012-03-22 07:54:00",2012-03-22 07:54:00,581,"SHR",1,10,"Low",953317,955640,"Center",NA,NA,417,NA,3255,"PREFLEX","","0","","",""
"371","STTD_2012-03-22 10:04:00",2012-03-22 10:04:00,582,"STTD",1,10,"Low",948565,953300,"Center",NA,NA,418,NA,3273,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX; NOT MEASURED**NA 1 PREFLEX","0","","",""
"372","STTD_2012-04-04 08:30:00",2012-04-04 08:30:00,585,"STTD",1,10,"Low",941989,948500,"Center",NA,NA,421,NA,3310,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX**NA 1 PREFLEX; NOT MEASURED","0","","",""
"373","SHR_2012-04-04 10:25:00",2012-04-04 10:25:00,586,"SHR",1,10,"Low",938618,941700,"Center",NA,NA,422,NA,3307,"PREFLEX","","0","","",""
"374","SHR_2012-04-16 08:00:00",2012-04-16 08:00:00,589,"SHR",1,10,"Low",934665,938600,"Center",NA,NA,425,NA,3489,NA,"","0","","0",""
"375","STTD_2012-04-16 10:00:00",2012-04-16 10:00:00,587,"STTD",1,10,"Low",929313,935000,"Center",NA,NA,423,NA,3341,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX**NA 1 YOLKSAC","0","","",""
"376","SHR_2012-05-02 08:20:00",2012-05-02 08:20:00,584,"SHR",1,10,"Low",927615,930000,"Center",NA,NA,420,NA,3400,NA,"","0","","0",""
"377","STTD_2012-05-02 10:00:00",2012-05-02 10:00:00,583,"STTD",1,10,"Low",923737,927500,"Center",NA,NA,419,NA,3408,"PREFLEX","","0","","",""
"378","SHR_2012-05-17 08:44:00",2012-05-17 08:44:00,590,"SHR",1,10,"Low",922400,924000,"Center",NA,NA,426,NA,3413,"PREFLEX","NA 1 PREFLEX**NA 1 NOT MEASURED; 2 W/SHELL, 1 W/OUT SHELL**NA 1 EMBRYOS; NOT MEASURED","0","","",""
"379","STTD_2012-05-17 10:20:00",2012-05-17 10:20:00,591,"STTD",1,10,"Low",919992,922000,"Center",NA,NA,427,NA,3418,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX**NA 1 Preflex**NA 1 preflex","0","","",""
"380","STTD_2012-05-31 08:28:00",2012-05-31 08:28:00,593,"STTD",1,10,"Low",916728,920000,"Center",NA,NA,429,NA,3433,"PREFLEX","NA 1 PREFLEX**NA 1 FLEXION","0","","",""
"381","SHR_2012-05-31 11:54:00",2012-05-31 11:54:00,592,"SHR",1,10,"Low",914945,916000,"Center",NA,NA,428,NA,3425,"NOT MEASURED; 9 w/shells, 23 w/o shell, 1 damaged","NA 1 NOT MEASURED; 9 w/shells, 23 w/o shell, 1 damaged**NA 1 NOT MEASURED**NA 1 NA","0","","",""
"382","STTD_2012-06-13 08:07:00",2012-06-13 08:07:00,594,"STTD",1,10,"Low",911795,915000,"Center",NA,NA,430,NA,3438,"POSTFLEX","NA 1 POSTFLEX**NA 1 PREFLEX**NA 1 FLEXION","0","","",""
"383","SHR_2012-06-13 10:25:00",2012-06-13 10:25:00,595,"SHR",1,10,"Low",909980,911000,"Center",NA,NA,431,NA,3468,"PREFLEX","NA 1 PREFLEX**NA 1 NOT MEASURED; 12 w/shells, 9 w/o shell**NA 1 NOT MEASURED**NA 1 FLEXION**NA 1 NA","0","","",""
"384","SHR_2012-06-25 08:34:00",2012-06-25 08:34:00,597,"SHR",1,10,"Low",908442,910000,"Center",NA,NA,433,NA,3482,"NOT MEASURED","","0","","",""
"385","STTD_2012-06-25 10:43:00",2012-06-25 10:43:00,596,"STTD",1,10,"Low",907991,908400,"Center",NA,NA,432,NA,3475,"FLEXION","NA 1 FLEXION**NA 1 PREFLEX","0","","",""
"386","SHR_2012-07-10 07:50:00",2012-07-10 07:50:00,599,"SHR",1,10,"Low",905366,907900,"Center",NA,NA,435,NA,4203,NA,"","0","","0",""
"387","STTD_2012-07-10 10:00:00",2012-07-10 10:00:00,598,"STTD",1,10,"Low",903646,905300,"Center",NA,NA,434,NA,3490,"flexion","NA 1 flexion**NA 1 post flex**NA 1 preflex","0","","",""
"388","SHR_2012-07-25 08:08:00",2012-07-25 08:08:00,600,"SHR",1,10,"Low",900029,903000,"Center",NA,NA,436,NA,3582,NA,"","0","","0",""
"389","STTD_2012-07-25 10:11:00",2012-07-25 10:11:00,601,"STTD",1,10,"Low",788889,9e+05,"Center",NA,NA,437,NA,3529,"flexion","NA 1 flexion**NA 1 postflex**NA 1 preflex**NA 1 preflex; not counted, damaged","0","","",""
"390","SHR_2012-08-07 07:48:00",2012-08-07 07:48:00,603,"SHR",1,10,"Low",897306,9e+05,"Center",NA,NA,439,NA,3593,NA,"","0","","0",""
"391","STTD_2012-08-07 10:07:00",2012-08-07 10:07:00,602,"STTD",1,10,"Low",899980,9e+05,"Center",NA,NA,438,"flowmeter only moved 20 turns",3583,"preflex","","","","",""
"392","SHR_2012-08-21 06:59:00",2012-08-21 06:59:00,646,"SHR",1,10,"Low",898808,9e+05,"Center",NA,NA,449,NA,3630,NA,"","0","","0",""
"393","STTD_2012-08-21 08:59:00",2012-08-21 08:59:00,647,"STTD",1,10,"Low",895908,898600,"Center",NA,NA,450,NA,3594,"flexion","NA 1 flexion**NA 1 postflex**NA 1 preflex","0","","",""
"394","SHR_2012-09-05 07:46:00",2012-09-05 07:46:00,648,"SHR",1,10,"Low",893954,895900,"Center",NA,NA,451,NA,3632,NA,"","0","","0",""
"395","STTD_2012-09-05 09:45:00",2012-09-05 09:45:00,649,"STTD",1,10,"Low",891855,894000,"Center",NA,NA,452,NA,3631,NA,"","0","","0",""
"396","SHR_2012-09-21 07:13:00",2012-09-21 07:13:00,652,"SHR",1,10,"Low",890000,892000,"Center",NA,NA,455,NA,3633,NA,"","0","","0",""
"397","STTD_2012-09-21 09:10:00",2012-09-21 09:10:00,651,"STTD",1,10,"Low",884911,890000,"Center",NA,NA,454,NA,3634,"flexion","NA 1 flexion**NA 1 postflex","0","","",""
"398","SHR_2012-10-03 08:16:00",2012-10-03 08:16:00,653,"SHR",1,10,"Low",884189,884860,"Center",NA,NA,456,NA,3637,NA,"","0","","0",""
"399","STTD_2012-10-03 10:42:00",2012-10-03 10:42:00,654,"STTD",3,2,"Low",883767,884140,"Center",NA,NA,457,NA,3638,NA,"","0","","0",""
"400","SHR_2012-10-19 08:27:00",2012-10-19 08:27:00,655,"SHR",2,10,"Low",883920,884000,"Center",NA,NA,458,"low flow, flow meter not spinning",3639,NA,"","","","0",""
"401","STTD_2012-10-19 10:05:00",2012-10-19 10:05:00,656,"STTD",1,2,"Low",883710,884000,"Center",NA,NA,459,"high amounts of algae, 2 min tow. Used boat (flood tide)",3640,NA,"","","","0",""
"402","SHR_2012-10-30 08:40:00",2012-10-30 08:40:00,658,"SHR",1,10,"Low",882862,883000,"Center",NA,NA,461,NA,3641,NA,"","0","","0",""
"403","STTD_2012-10-30 10:41:00",2012-10-30 10:41:00,657,"STTD",1,10,"Low",880065,883000,"Center",NA,NA,460,NA,3642,NA,"","0","","0",""
"404","STTD_2012-11-13 09:05:00",2012-11-13 09:05:00,659,"STTD",1,10,"Low",867257,880000,"Center",NA,NA,462,NA,3643,NA,"","0","","0",""
"405","SHR_2012-11-13 11:30:00",2012-11-13 11:30:00,660,"SHR",1,10,"Low",979146,980000,"Center",NA,NA,463,"used zoop flow meter because E&L flowmeter spun intermittenly",3644,NA,"","","","0",""
"406","SHR_2012-11-29 08:24:00",2012-11-29 08:24:00,661,"SHR",1,10,"Low",876208,877300,"Center",NA,NA,464,NA,3645,NA,"","0","","0",""
"407","STTD_2012-11-29 10:15:00",2012-11-29 10:15:00,662,"STTD",1,10,"Low",872665,876000,"Center",NA,NA,465,"ebb tide, anchored boat",3646,NA,"","","","0",""
"408","SHR_2012-12-12 08:32:00",2012-12-12 08:32:00,664,"SHR",1,10,"Low",869210,873000,"Center",NA,NA,467,NA,3648,NA,"","0","","0",""
"409","STTD_2012-12-12 10:50:00",2012-12-12 10:50:00,663,"STTD",1,10,"Low",861530,869000,"Center",NA,NA,466,NA,3647,NA,"","0","","0",""
"410","SHR_2012-12-27 08:42:00",2012-12-27 08:42:00,667,"SHR",1,10,"Regular",862000,870000,"Center",NA,NA,470,NA,3649,NA,"","0","","0",""
"411","STTD_2012-12-27 11:02:00",2012-12-27 11:02:00,668,"STTD",1,3,"Regular",899774,910346,"Center",NA,NA,471,NA,3650,NA,"","0","","0",""
"412","SHR_2013-01-03 08:25:00",2013-01-03 08:25:00,665,"SHR",1,10,"Regular",910790,910996,"Center",NA,NA,468,NA,4204,NA,"","0","","0",""
"413","STTD_2013-01-03 10:10:00",2013-01-03 10:10:00,666,"STTD",1,5,"Regular",911190,923380,"Center",NA,NA,469,NA,4205,NA,"","0","","0",""
"414","SHR_2013-01-08 08:20:00",2013-01-08 08:20:00,669,"SHR",1,10,"Regular",923000,923526,"Center",NA,NA,472,NA,4206,NA,"","0","","0",""
"415","STTD_2013-01-08 10:15:00",2013-01-08 10:15:00,670,"STTD",1,10,"Regular",923000,930000,"Center",NA,NA,473,NA,4207,NA,"","0","","0",""
"416","SHR_2013-01-18 08:30:00",2013-01-18 08:30:00,672,"SHR",1,10,"Regular",930000,930444,"Center",NA,NA,476,NA,4209,NA,"","0","","0",""
"417","STTD_2013-01-18 11:30:00",2013-01-18 11:30:00,671,"STTD",1,10,"Regular",930700,930999,"Center",NA,NA,475,NA,4208,"1* tail-end not measured-very likely from Cottus asper","","0","","",""
"418","SHR_2013-01-24 08:25:00",2013-01-24 08:25:00,673,"SHR",1,10,"Regular",930000,930415,"Center",NA,NA,477,NA,4210,NA,"","0","","0",""
"419","STTD_2013-01-24 10:15:00",2013-01-24 10:15:00,674,"STTD",1,10,"Regular",930500,930523,"Center",NA,NA,478,NA,4211,NA,"","0","","0",""
"420","SHR_2013-01-30 08:25:00",2013-01-30 08:25:00,676,"SHR",1,10,"Regular",930000,930222,"Center",NA,NA,479,NA,4212,NA,"","0","","0",""
"421","STTD_2013-01-30 10:13:00",2013-01-30 10:13:00,677,"STTD",1,10,"Regular",930000,931999,"Center",NA,NA,480,NA,4213,NA,"","0","","0",""
