"PhysicalDataID","Station","Date","YSI","Time","WeatherCode","Tide","MicrocystisVisualRank","WaterTemperature","Secchi","Conductivity","SpCnd","pH","DO","Turbidity","Datetime","FlowDirection","VegetationRank","FieldComments_WQ","DataCorrectionComments","ConditionCode","SamplingAltered","MeterSetTime","FlowMeterStart","FlowMeterEnd","FlowMeterSpeed","FieldComments","MeshSize","Year","Month","MonthAbb","Flag_PQC","Comment_PQC"
496,"STTD",2004-03-24,NA,"12:28:00","CLR",NA,NA,19.4,0.29,572,NA,NA,NA,NA,2004-03-24 12:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","3","Mar","",""
495,"SHR",2004-03-19,NA,"09:45:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-19 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","3","Mar","",""
494,"STTD",2004-03-19,NA,"13:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-19 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","3","Mar","",""
493,"STTD",2004-03-12,NA,"11:20:00","CLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-12 11:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","3","Mar","",""
492,"SHR",2004-03-10,NA,"12:41:00","CLR",NA,NA,NA,0.32,NA,NA,NA,NA,NA,2004-03-10 12:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","3","Mar","",""
491,"SHR",2004-02-25,NA,"10:00:00","RAN",NA,NA,11.1,0.24,125,NA,NA,NA,NA,2004-02-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","2","Feb","",""
490,"STTD",2004-02-25,NA,"13:00:00","RAN",NA,NA,11.3,0.18,154,NA,NA,NA,NA,2004-02-25 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","2","Feb","",""
489,"SHR",2004-02-13,NA,"09:30:00","CLD",NA,NA,9.7,0.54,142,NA,NA,NA,NA,2004-02-13 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","2","Feb","",""
488,"STTD",2004-02-13,NA,"11:40:00","CLD",NA,NA,10.4,0.26,640,NA,NA,NA,NA,2004-02-13 11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","2","Feb","",""
487,"SHR",2004-01-23,NA,"09:38:00","FOG",NA,NA,9.4,0.61,195,NA,NA,NA,NA,2004-01-23 09:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
486,"STTD",2004-01-23,NA,"13:25:00","FOG",NA,NA,9.4,0.22,565,NA,NA,NA,NA,2004-01-23 13:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
485,"STTD",2004-01-08,NA,"12:45:00","CLD",NA,NA,8.2,0.19,353,NA,NA,NA,NA,2004-01-08 12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
484,"SHR",2004-01-08,NA,"10:50:00","CLD",NA,NA,8.3,0.4,148,NA,NA,NA,NA,2004-01-08 10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
483,"SHR",2004-01-09,NA,"10:17:00","CLD",NA,NA,8.9,0.37,150,NA,NA,NA,NA,2004-01-09 10:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
482,"STTD",2004-01-09,NA,"12:10:00","CLD",NA,NA,8.3,0.19,365,NA,NA,NA,NA,2004-01-09 12:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","1","Jan","",""
481,"SHR",2011-07-26,NA,"08:20:00","CLR",NA,NA,20.4,1.08,127,NA,7.92,9.68,NA,2011-07-26 08:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","7","Jul","",""
480,"STTD",2011-07-26,NA,"10:06:00","CLR",NA,NA,23.1,0.18,369,NA,8.11,7.25,NA,2011-07-26 10:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","7","Jul","",""
478,"STTD",2011-06-29,NA,"10:21:00","CLD",NA,NA,21.7,0.17,711,NA,7.92,5.6,NA,2011-06-29 10:21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
477,"SHR",2011-06-29,NA,"08:35:00","CLD",NA,NA,16.9,0.83,73,NA,7.7,9.67,NA,2011-06-29 08:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
473,"SHR",2011-07-13,NA,"09:13:00","CLD",NA,NA,19.6,0.74,90,NA,8.03,9.17,NA,2011-07-13 09:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","7","Jul","",""
472,"STTD",2011-07-13,NA,"11:00:00","CLD",NA,NA,22.6,0.21,546,NA,8.1,6.6,NA,2011-07-13 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","7","Jul","",""
470,"STTD",2011-06-15,NA,"10:27:00","CLR",NA,NA,24.9,0.33,632,NA,7.71,4.82,NA,2011-06-15 10:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
469,"SHR",2011-06-15,NA,"08:40:00","CLR",NA,NA,17.6,0.96,78,NA,7.7,9.91,NA,2011-06-15 08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
468,"STTD",2011-06-01,NA,"10:15:00","RAN",NA,NA,18.1,0.21,417,NA,7.84,6.9,NA,2011-06-01 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
467,"SHR",2011-06-01,NA,"08:27:00","CLD",NA,NA,14.5,0.82,81,NA,7.67,9.88,NA,2011-06-01 08:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","Jun","",""
466,"STTD",2011-05-19,NA,"10:33:00","CLR",NA,NA,17.2,0.28,585,NA,7.96,7.48,NA,2011-05-19 10:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","5","May","",""
465,"SHR",2011-05-19,NA,"08:40:00","CLR",NA,NA,13.1,0.93,74,NA,7.87,10.6,NA,2011-05-19 08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","5","May","",""
464,"SHR",2011-05-04,NA,"08:47:00","CLR",NA,NA,14.4,0.96,77,NA,7.9,10.6,NA,2011-05-04 08:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","5","May","",""
463,"STTD",2011-05-04,NA,"10:44:00","CLR",NA,NA,19,0.29,574,NA,7.63,7.9,NA,2011-05-04 10:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","5","May","",""
462,"STTD",2011-04-22,NA,"10:46:00","CLD",NA,NA,18.3,0.41,567,NA,7.81,6.62,NA,2011-04-22 10:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
461,"SHR",2011-04-22,NA,"08:40:00","CLD",NA,NA,13.4,0.56,86,NA,7.7,10.4,NA,2011-04-22 08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
460,"STTD",2011-04-13,NA,"12:23:00","CLD",NA,NA,13.7,0.28,350,NA,7.81,9.06,NA,2011-04-13 12:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
459,"SHR",2011-04-13,NA,"09:33:00","CLD",NA,NA,12.6,0.57,104,NA,7.05,9.95,NA,2011-04-13 09:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
458,"STTD",2011-04-06,NA,"12:51:00","CLR",NA,NA,14.2,0.36,134,NA,7.16,8.8,NA,2011-04-06 12:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
457,"SHR",2011-04-06,NA,"09:34:00","CLR",NA,NA,12.8,0.5,98,NA,7.25,9.84,NA,2011-04-06 09:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","4","Apr","",""
456,"SHR",2011-03-29,NA,"10:15:00","CLR",NA,NA,10.1,0.35,79,NA,8.19,10.62,NA,2011-03-29 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","3","Mar","",""
455,"STTD",2011-03-29,NA,"12:13:00","CLR",NA,NA,11.3,0.17,108,NA,7.98,9.18,NA,2011-03-29 12:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","3","Mar","",""
454,"SHR",2011-03-09,NA,"08:38:00","CLD",NA,NA,11.3,0.49,106,NA,8.2,11.3,NA,2011-03-09 08:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","3","Mar","",""
453,"STTD",2011-03-09,NA,"10:15:00","CLD",NA,NA,13.8,0.22,537,NA,8.5,9.17,NA,2011-03-09 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","3","Mar","",""
452,"STTD",2011-02-23,NA,"10:25:00","CLD",NA,NA,9.1,0.24,453,NA,8.85,9.98,NA,2011-02-23 10:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","2","Feb","",""
451,"SHR",2011-02-23,NA,"08:45:00","CLR",NA,NA,8.8,0.44,102,NA,8.5,11,NA,2011-02-23 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","2","Feb","",""
450,"STTD",2011-02-09,NA,"10:35:00","CLR",NA,NA,10.2,0.08,658,NA,8.21,10.02,NA,2011-02-09 10:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","2","Feb","",""
449,"SHR",2011-02-09,NA,"08:45:00","CLR",NA,NA,10,0.69,139,NA,7.79,10.72,NA,2011-02-09 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","2","Feb","",""
448,"SHR",2011-01-26,NA,"10:04:00","FOG",NA,NA,9.8,0.72,119,NA,8.36,11.23,NA,2011-01-26 10:04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","1","Jan","",""
447,"STTD",2011-01-26,NA,"11:35:00","FOG",NA,NA,10.6,0.3,643,NA,8.36,8.19,NA,2011-01-26 11:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","1","Jan","",""
446,"STTD",2011-01-12,NA,"11:15:00","CLD",NA,NA,6.6,0.27,374,NA,8.04,9.86,NA,2011-01-12 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","1","Jan","",""
445,"SHR",2011-01-12,NA,"09:15:00","CLD",NA,NA,7.6,0.56,101,NA,7,11.1,NA,2011-01-12 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","1","Jan","",""
441,"SHR",2005-06-22,NA,"13:34:00","CLR",NA,NA,19.1,0.8,150,NA,NA,NA,NA,2005-06-22 13:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","6","Jun","",""
440,"STTD",2005-06-22,NA,"11:15:00","CLR",NA,NA,22.5,0.13,603,NA,NA,NA,NA,2005-06-22 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","6","Jun","",""
439,"STTD",2005-06-03,NA,"12:00:00","CLR",NA,NA,25.4,0.23,614,NA,NA,NA,NA,2005-06-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","6","Jun","",""
438,"SHR",2005-06-03,NA,"10:30:00","CLR",NA,NA,18.2,0.43,119,NA,NA,NA,NA,2005-06-03 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","6","Jun","",""
435,"STTD",2005-05-27,NA,"12:50:00","CLR",NA,NA,23,0.3,300,NA,NA,NA,NA,2005-05-27 12:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","5","May","",""
434,"SHR",2005-05-27,NA,"10:40:00","CLR",NA,NA,19,0.35,108,NA,NA,NA,NA,2005-05-27 10:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","5","May","",""
432,"SHR",2005-05-10,NA,"15:55:00","CLR",NA,NA,16.8,0.32,154,NA,NA,NA,NA,2005-05-10 15:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","5","May","",""
431,"STTD",2005-05-09,NA,"12:45:00","RAN",NA,NA,19.4,0.18,NA,NA,NA,NA,NA,2005-05-09 12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","5","May","",""
430,"STTD",2005-04-27,NA,"12:50:00","CLD",NA,NA,19.8,0.27,688,NA,NA,NA,NA,2005-04-27 12:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
428,"SHR",2005-04-26,NA,"13:05:00","CLR",NA,NA,16.5,0.8,135,NA,NA,NA,NA,2005-04-26 13:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
427,"STTD",2005-04-22,NA,"11:30:00","CLR",NA,NA,18.4,NA,588,NA,NA,NA,NA,2005-04-22 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
426,"SHR",2005-04-22,NA,"13:25:00","CLD",NA,NA,16.7,NA,140,NA,NA,NA,NA,2005-04-22 13:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
423,"STTD",2005-04-11,NA,"12:15:00","CLR",NA,NA,16.5,0.25,455,NA,NA,NA,NA,2005-04-11 12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
422,"SHR",2005-04-11,NA,"14:30:00","CLR",NA,NA,15.3,0.47,139,NA,NA,NA,NA,2005-04-11 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
420,"SHR",2005-04-04,NA,"10:22:00","CLR",NA,NA,13.6,0.42,139,NA,NA,NA,NA,2005-04-04 10:22:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
419,"STTD",2005-04-04,NA,"14:00:00","CLR",NA,NA,15.6,0.22,442,NA,NA,NA,NA,2005-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","4","Apr","",""
417,"SHR",2005-03-29,NA,"15:50:00","CLR",NA,NA,13.3,0.29,142,NA,NA,NA,NA,2005-03-29 15:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
416,"STTD",2005-03-29,NA,"11:35:00","RAN",NA,NA,14.4,0.22,389,NA,NA,NA,NA,2005-03-29 11:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
415,"STTD",2005-03-23,NA,"15:00:00","CLD",NA,NA,13,0.09,492,NA,NA,NA,NA,2005-03-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
414,"SHR",2005-03-22,NA,"10:50:00","RAN",NA,NA,12.6,0.8,170,NA,NA,NA,NA,2005-03-22 10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
412,"STTD",2005-03-09,NA,"13:15:00","CLR",NA,NA,18.6,0.3,607,NA,NA,NA,NA,2005-03-09 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
410,"SHR",2005-03-08,NA,"10:47:00","CLR",NA,NA,14.6,0.47,204,NA,NA,NA,NA,2005-03-08 10:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
409,"STTD",2005-03-04,NA,"13:41:00","RAN",NA,NA,14.4,0.15,557,NA,NA,NA,NA,2005-03-04 13:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
408,"SHR",2005-03-03,NA,"14:23:00","CLR",NA,NA,13.3,0.26,189,NA,NA,NA,NA,2005-03-03 14:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","3","Mar","",""
406,"SHR",2004-12-29,NA,"10:41:00","RAN",NA,NA,8.9,0.21,189,NA,NA,NA,NA,2004-12-29 10:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","12","Dec","",""
405,"STTD",2004-12-29,NA,"12:38:00","CLD",NA,NA,8.4,0.24,288,NA,NA,NA,NA,2004-12-29 12:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","12","Dec","",""
403,"STTD",2005-01-05,NA,"12:20:00","CLD",NA,NA,8.2,0.12,346,NA,NA,NA,NA,2005-01-05 12:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
402,"SHR",2005-01-05,NA,"10:00:00","CLD",NA,NA,8.9,0.21,161,NA,NA,NA,NA,2005-01-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
400,"SHR",2005-01-11,NA,"10:30:00","RAN",NA,NA,8.1,0.23,159,NA,NA,NA,NA,2005-01-11 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
398,"STTD",2005-01-12,NA,"13:48:00","CLR",NA,NA,8.5,0.14,393,NA,NA,NA,NA,2005-01-12 13:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
396,"SHR",2005-01-14,NA,"09:52:00","CLD",NA,NA,8,0.16,150,NA,NA,NA,NA,2005-01-14 09:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
395,"STTD",2005-01-14,NA,"13:10:00","CLD",NA,NA,7.3,0.14,285,NA,NA,NA,NA,2005-01-14 13:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
394,"SHR",2005-01-18,NA,"11:05:00","CLD",NA,NA,8.4,0.35,203,NA,NA,NA,NA,2005-01-18 11:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
393,"STTD",2005-01-18,NA,"13:15:00","CLD",NA,NA,8.1,0.18,382,NA,NA,NA,NA,2005-01-18 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
391,"SHR",2005-01-25,NA,"09:44:00","CLD",NA,NA,9.3,0.48,170,NA,NA,NA,NA,2005-01-25 09:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
389,"STTD",2005-01-26,NA,"13:40:00","RAN",NA,NA,9.7,0.16,549,NA,NA,NA,NA,2005-01-26 13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","1","Jan","",""
387,"SHR",2005-02-01,NA,"10:00:00","CLR",NA,NA,9.9,0.16,173,NA,NA,NA,NA,2005-02-01 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
386,"STTD",2005-02-02,NA,"13:45:00","CLR",NA,NA,11.6,0.13,478,NA,NA,NA,NA,2005-02-02 13:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
385,"SHR",2005-02-08,NA,"14:00:00","CLR",NA,NA,11.4,0.5,230,NA,NA,NA,NA,2005-02-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
384,"STTD",2005-02-09,NA,"13:15:00","CLR",NA,NA,12.4,NA,660,NA,NA,NA,NA,2005-02-09 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
382,"SHR",2005-02-24,NA,"11:14:00","CLD",NA,NA,12.6,0.21,170,NA,NA,NA,NA,2005-02-24 11:14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
380,"STTD",2005-02-25,NA,"14:20:00","CLD",NA,NA,13.8,0.11,465,NA,NA,NA,NA,2005-02-25 14:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","2","Feb","",""
379,"STTD",2006-01-06,NA,"10:52:00","FOG",NA,NA,10.7,0.42,NA,NA,NA,NA,NA,2006-01-06 10:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
378,"SHR",2006-01-10,NA,"09:16:00","CLR",NA,NA,10.1,0.2,93,NA,NA,NA,NA,2006-01-10 09:16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
377,"STTD",2006-01-10,NA,"11:54:00","FOG",NA,NA,10.6,0.21,112,NA,NA,NA,NA,2006-01-10 11:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
376,"STTD",2006-01-19,NA,"12:08:00","CLR",NA,NA,9.7,0.17,120,NA,NA,NA,NA,2006-01-19 12:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
375,"SHR",2006-01-19,NA,"09:51:00","FOG",NA,NA,9.5,0.2,103,NA,NA,NA,NA,2006-01-19 09:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
374,"STTD",2006-01-26,NA,"12:01:00","CLR",NA,NA,10.2,0.16,362,NA,NA,NA,NA,2006-01-26 12:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
373,"SHR",2006-01-26,NA,"09:33:00","CLR",NA,NA,9.6,0.34,122,NA,NA,NA,NA,2006-01-26 09:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","Jan","",""
372,"SHR",2006-02-02,NA,"09:40:00","CLD",NA,NA,10.1,0.33,101,NA,NA,NA,NA,2006-02-02 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
371,"STTD",2006-02-02,NA,"11:46:00","CLD",NA,NA,12.2,0.23,408,NA,NA,NA,NA,2006-02-02 11:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
370,"STTD",2006-02-17,NA,"11:10:00","CLD",NA,NA,10.9,0.24,484,NA,NA,NA,NA,2006-02-17 11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
369,"SHR",2006-02-17,NA,"14:23:00","CLD",NA,NA,10.6,0.4,125,NA,NA,NA,NA,2006-02-17 14:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
367,"STTD",2006-02-28,NA,"11:17:00","CLD",NA,NA,12.6,0.16,501,NA,NA,NA,NA,2006-02-28 11:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
366,"SHR",2006-02-28,NA,"09:30:00","CLD",NA,NA,11.2,0.26,118,NA,NA,NA,NA,2006-02-28 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","Feb","",""
365,"SHR",2006-03-08,NA,"09:17:00","CLR",NA,NA,10.1,0.24,80,NA,NA,NA,NA,2006-03-08 09:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
364,"STTD",2006-03-08,NA,"10:38:00","CLD",NA,NA,11.3,0.2,142,NA,NA,NA,NA,2006-03-08 10:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
363,"SHR",2006-03-15,NA,"09:04:00","CLD",NA,NA,9.5,0.31,109,NA,NA,NA,NA,2006-03-15 09:04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
362,"STTD",2006-03-15,NA,"10:29:00","CLD",NA,NA,11.2,0.26,139,NA,NA,NA,NA,2006-03-15 10:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
361,"SHR",2006-03-23,NA,"13:29:00","CLD",NA,NA,11.5,0.36,109,NA,NA,NA,NA,2006-03-23 13:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
360,"STTD",2006-03-23,NA,"11:10:00","CLD",NA,NA,13.4,0.26,66,NA,NA,NA,NA,2006-03-23 11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
359,"SHR",2006-03-29,NA,"09:33:00","CLD",NA,NA,11.4,0.31,52.1,NA,NA,NA,NA,2006-03-29 09:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
358,"STTD",2006-03-29,NA,"11:13:00","CLD",NA,NA,12.4,0.18,136,NA,NA,NA,NA,2006-03-29 11:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","3","Mar","",""
357,"SHR",2006-04-06,NA,"10:39:00","CLD",NA,NA,10.2,0.3,55.4,NA,NA,NA,NA,2006-04-06 10:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
356,"STTD",2006-04-06,NA,"11:44:00","CLD",NA,NA,12.4,0.24,52.6,NA,NA,NA,NA,2006-04-06 11:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
355,"SHR",2006-04-13,NA,"09:08:00","CLR",NA,NA,12,0.32,78,NA,NA,NA,NA,2006-04-13 09:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
354,"STTD",2006-04-13,NA,"11:12:00","CLR",NA,NA,13.7,0.18,68.3,NA,NA,NA,NA,2006-04-13 11:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
353,"SHR",2006-04-19,NA,"10:26:00","CLR",NA,NA,12.7,0.26,66.5,NA,NA,NA,NA,2006-04-19 10:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
352,"STTD",2006-04-19,NA,"12:26:00","CLR",NA,NA,15.7,0.13,55,NA,NA,NA,NA,2006-04-19 12:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","4","Apr","",""
